tä+Pron+Pers+Sg3+Abe	täldäq	
tä+Pron+Pers+Sg3+Abe	tääldäq	
tä+Pron+Pers+Sg3+Abe	timäldäq	
tä+Pron+Pers+Sg3+Abe	tiäldäq	
		
tä+Pron+Pers+Sg3+Com	täägaq	
tä+Pron+Pers+Sg3+Com	timägaq	
tä+Pron+Pers+Sg3+Com	tiägaq	
		
miiq+Pron+Pers+Pl1+Nom	mi	
miiq+Pron+Pers+Pl1+Nom 	miiq	
		
miiq+Pron+Pers+Pl1+Gen	mi	
miiq+Pron+Pers+Pl1+Gen	miiq	
		
miiq+Pron+Pers+Pl1+Par	meid	
		
miiq+Pron+Pers+Pl1+Ill  meihte	
		
miiq+Pron+Pers+Pl1+Ine  mein	
miiq+Pron+Pers+Pl1+Ine  meih	
miiq+Pron+Pers+Pl1+Ine  meihn	
		
miiq+Pron+Pers+Pl1+Ela	meist	
		
miiq+Pron+Pers+Pl1+All	meile	
		
miiq+Pron+Pers+Pl1+Ade	meil	
		
miiq+Pron+Pers+Pl1+Abl	meilt	
		
miiq+Pron+Pers+Pl1+Tra	meis	
		
miiq+Pron+Pers+Pl1+Ter  miiqniq	
				
miiq+Pron+Pers+Pl1+Abe	meildäq	
		
miiq+Pron+Pers+Pl1+Com	miikaq	
miiq+Pron+Pers+Pl1+Com	miiqkaq	
		
tiiq+Pron+Pers+Pl2+Nom	ti	
tiiq+Pron+Pers+Pl2+Nom 	tiiq	
		
tiiq+Pron+Pers+Pl2+Gen	ti	
tiiq+Pron+Pers+Pl2+Gen	tiiq	
		
tiiq+Pron+Pers+Pl2+Par	teid	
		
tiiq+Pron+Pers+Pl2+Ill  teihte	
		
tiiq+Pron+Pers+Pl2+Ine  tein	
tiiq+Pron+Pers+Pl2+Ine  teih	
tiiq+Pron+Pers+Pl2+Ine  teihn	
		
tiiq+Pron+Pers+Pl2+Ela	teist	
		
tiiq+Pron+Pers+Pl2+All	teile	
		
tiiq+Pron+Pers+Pl2+Ade	teil	
		
tiiq+Pron+Pers+Pl2+Abl	teilt	
		
tiiq+Pron+Pers+Pl2+Tra	teis	
		
tiiq+Pron+Pers+Pl2+Ter  tiiqniq		
		
tiiq+Pron+Pers+Pl2+Abe	teildäq	
		
tiiq+Pron+Pers+Pl2+Com	tiikaq	
tiiq+Pron+Pers+Pl2+Com	tiiqkaq			
		
nä+Pron+Pers+Pl3+Nom	nä	
nä+Pron+Pers+Pl3+Nom 	nääq	
nä+Pron+Pers+Pl3+Nom 	nimäq	
		
nä+Pron+Pers+Pl3+Gen	näide	
		
nä+Pron+Pers+Pl3+Par	näid	
		
nä+Pron+Pers+Pl3+Ill  	näihte	
		
nä+Pron+Pers+Pl3+Ine  	näin	
nä+Pron+Pers+Pl3+Ine  	näih	
nä+Pron+Pers+Pl3+Ine  	näihn	
		
nä+Pron+Pers+Pl3+Ela	näist	
		
nä+Pron+Pers+Pl3+All	näile	
		
nä+Pron+Pers+Pl3+Ade	näil	
		
nä+Pron+Pers+Pl3+Abl	näilt	
		
nä+Pron+Pers+Pl3+Tra	näis	
		
nä+Pron+Pers+Pl3+Ter  	näideniq	
		
nä+Pron+Pers+Pl3+Abe	näildäq	
		
nä+Pron+Pers+Pl3+Com	näidegaq	
