kohkôs : ANIMAL : pig
oskâtâsk : FOOD_GROCERY : carrot
oskâcâskos : FOOD_GROCERY : carrot
sôniyâw : THING : money
kohkôsiwiyin : FOOD_GROCERY : bacon
mahtâmin : FOOD_GROCERY : corn
kinosêw : FOOD_GROCERY : FOOD_DISH : fish
sîwinikan : FOOD_GROCERY : sugar
êmihkwânis : KITCHEN : small spoon
awâsis : PEOPLE : child
picikwâs : FOOD_GROCERY : apple
pahkwêsikan : FOOD_GROCERY : FOOD_DISH : bannock
minôs : ANIMAL : cat
sîsîp : ANIMAL : duck
okimâw : PEOPLE : boss
mostos : ANIMAL : cow
apistacihkos : ANIMAL : antelope
apisimôsos : ANIMAL : deer
anikwacâs : ANIMAL : squirrel
asikan : CLOTHING : sock
asiniy : NATURE : stone
atihk : ANIMAL : caribou
cahcahkâyow : ANIMAL : blackbird
iyiniw : PEOPLE : man
iskwêw : PEOPLE : woman
iskwêsis : PEOPLE : girl
maskwa : ANIMAL : bear
mâyatihk : ANIMAL : bighorn sheep
môswa : ANIMAL : moose
nâpêw : PEOPLE : man
nâpêsis : PEOPLE : little boy
nêhiyaw : PEOPLE : Cree person
niska : ANIMAL : Canada goose
ôhow : ANIMAL : owl
okistatowân : ANIMAL : grizzly bear
pisiw : XX : cougar
sihkihp : boil
sikâk : ANIMAL : skunk
wâpask : ANIMAL : polar bear
wâwâskêsiw : ANIMAL : elk
êmihkwân : KITCHEN : spoon
âmow : ANIMAL : bee
pîsim : NATURE : sun
wîkimâkan : PEOPLE : spouse
wâpos : ANIMAL : rabbit
amisk : ANIMAL : beaver
mistik : THING : stick
askihk : CONTAINER : pail
mahkahk : CONTAINER : tub
atim : ANIMAL : dog
mistatim : ANIMAL : horse
mitâs : CLOTHING : pants
nitânis : KIN : my daughter
-tânis : KIN : MORFAPOSS : NOTLEKSA : daughter
nikosis : KIN : my son
-kosis : KIN : MORFAPOSS : NOTLEKSA : son
ninekihikwak : KIN : my parents
-nekihik : KIN : MORFAPOSS : NOTLEKSA : parent
nimosôm : KIN : my grandfather
-mosôm : KIN : MORFAPOSS : NOTLEKSA : grandfather
nôhkom : KIN : my grandmother
-ohkom : KIN : MORFAPOSS : NOTLEKSA : grandmother
nîtisân : KIN : my sibling
-tisân : KIN : MORFAPOSS : NOTLEKSA : sibling
nisîmis : KIN : my younger sibling
-sîmis : KIN : MORFAPOSS : NOTLEKSA : younger sibling
nitôtem : KIN : my friend
-tôtem : KIN : MORFAPOSS : NOTLEKSA : friend
nikâwiy : KIN : my mother
-kâwiy : KIN : MORFAPOSS : NOTLEKSA : mother
nohtâwiy : KIN : my father
-ohtâwiy : KIN : MORFAPOSS : NOTLEKSA : father
nimis : KIN : my older sister
-mis : KIN : MORFAPOSS : NOTLEKSA : older sister
nikâwis : KIN : my mother's sister
-kâwis : KIN : MORFAPOSS : NOTLEKSA : mother's sister
nisis : KIN : my mother's brother
-sis : KIN : MORFAPOSS : NOTLEKSA : mother's brother
nohcâwîs : KIN : my father's brother
-ohcâwîs : KIN : MORFAPOSS : NOTLEKSA : father's brother
nihciwâmis : KIN : my cousin
-hciwâmis : KIN : MORFAPOSS : NOTLEKSA : cousin
nistês : KIN : my oldest brother
-stês : KIN : MORFAPOSS : NOTLEKSA : oldest brother
niscâs : KIN : my cousin
-scâs : KIN : MORFAPOSS : NOTLEKSA : cousin
nicâhkos : KIN : my cousin
-câhkos : KIN : MORFAPOSS : NOTLEKSA : cousin
nôsisim : KIN : my grandchild
-ôsisim : KIN : MORFAPOSS : NOTLEKSA : grandchild
ninâpêm : KIN : my husband
-nâpêm : KIN : MORFAPOSS : NOTLEKSA : husband
sîsîp-wâwi : ANIMALPART : duck egg
wayasit : ANIMALPART : hoof
têhtapiwin : FURNITURE : chair
mîcisowikamik : PLACE : restaurant
sâkahikan : NATURE : lake
ispatinaw : NATURE : hill
mêtawêwikamik : PLACE : gym
âhkosîwikamik : PLACE : hospital
sôniyâwikamik : PLACE : bank
mîcimâpoy : FOOD_DISH : soup
wâwi : FOOD_GROCERY : egg
askipwâwi : FOOD_GROCERY : potato
mêskanaw : PLACE : road
maskisin : CLOTHING : shoe
môhkomân : KITCHEN : knife
wiyâs : FOOD_GROCERY : FOOD_DISH : meat
sîwâpoy : DRINK : juice
tohtôsâpoy : DRINK : milk
nipiy : DRINK : water
maskihkîwâpoy : DRINK : tea
sîwîhtâkan : FOOD_GROCERY : salt
papêskomina : FOOD_GROCERY : pepper
tohtôsâpôwipimiy : FOOD_GROCERY : butter
cîscahikanis : KITCHEN : fork
wiyâkan : KITCHEN : dish
minihkwâcikanis : KITCHEN : cup
masinahikan : THING : book
wâskahikan : PLACE : house
wîkiwin : MORFAPOSS : home
nisit : BODY : my foot
misit : BODY : MORFAPOSS : foot
mistikwân : BODY : MORFAPOSS : head
nistikwân : BODY : my head
mîscakâsa : BODY : hair
mîscakâs : BODY : NOTLEKSA : hair
miskât : BODY : MORFAPOSS : leg
mitôn : BODY : MORFAPOSS : mouth
miskîsik : BODY : MORFAPOSS : eye
mikot : BODY : MORFAPOSS : nose
mihtawakay : BODY : MORFAPOSS : ear
miyaw : BODY : MORFAPOSS : body
sakâw : NATURE : bush
ôcênâs : PLACE : town
mistikowat : CONTAINER : box
pikiw : THING : gum
iskwâhtêm : door
iskotêw : NATURE : fire
iskocês : NATURE : fire
miskan : BODY : bone
wiyâkanis : KITCHEN : bowl
kîkisepâ : TIME : morning
ôsi : CONTAINER : VEHICLE : canoe
atâwêwikamik : PLACE : store
ôtênaw : PLACE : city
ocenâsis : PLACE : town
mîkiwâhp : PLACE : tipi
miskotâkay : CLOTHING : jacket
maniway : BODY : MORFAPOSS : cheek
mîpit : BODY : MORFAPOSS : tooth
mahkwan : BODY : MORFAPOSS : heel
mispiton : BODY : MORFAPOSS : arm
micihciy : BODY : MORFAPOSS : hand
mihkwâkan : BODY : MORFAPOSS : face
acimosis : ANIMAL : puppy
acosis : TOOL : little arrow
acâhkos : NATURE : little star
akihtâson : XXX : number
apasoyâhtik : TOOL : pole
apoy : TOOL : paddle
asinîwipayihcikan : XXX : cement
askihkohkân : XXX : motor
askihkohkânis : XXX : motor
askiy : ANIMAL : bee
astis : CLOTHING : mitt
astotin : CLOTHING : hat
asâm : SPORT : TOOL : showshoe
atos : TOOL : arrow
atâhk : NATURE : star
atâmicâsis : CLOTHING : shorts
awâsisicâpânâskos : VEHICLE : baby stroller
awâsisîhkân : TOY : doll
ayamihêwâhtik : XXX : cross
ayapiy : TOOL : net
ayisiyiniw : PEOPLE : person
ayîkis : ANIMAL : small frog
cipahikanis : TIME : minute
ciscêmâs : XXX : tobacco
cistêmâw : XXX : tobacco
cîpay : XXX : ghost
iskotêwitâpân : VEHICLE : train
iskwêsisihkân : NATURE : barley
iskwêsisâpoy : DRINK : beer
kinêpik : ANIMAL : snake
kiskinawâcihôkispison : XXX : bracelet
kistikân : NATURE : grain
kitôpicikâkan : INSTRUMENT : horn
