lemma_võro,lemma_estonian,lemma_finnish,lemma_english,lemma_saami,lemma_norwegian,lemma_swedish,lemma_german,pos,semtype,audio,,,
lõikama,lõikama,leikata,cut,vadjat,klippe til,klippe til_SWE,klippe til_DEU,V,HANDICRAFTS,https://synaq.org/priv/heli/ev/0001k-ke-ko-01774.mp3,,,
lõikama,lõikama,leikata,cut,čuohppat,skjære,skära,schneiden,V,WORK_ECONOMY_V,https://synaq.org/priv/heli/ev/0001k-ke-ko-01774.mp3,,,
lõpp,lõpp,loppu,end,loahppa,slutt,slut,slutt_DEU,N,ABSTRACT,https://synaq.org/priv/heli/ev/0001b-d-02078.mp3,,,
lõpõtama,lõpetama,lopettaa,finish,loahpahit,avslutte,avsluta,abschliessen,V,ACTION_V,https://synaq.org/priv/heli/ev/0001l-01594.mp3,,,
lõvi,lõvi,leijona,lion,ledjon,løve,løve_SWE,løve_DEU,N,ANIMAL_WILD,https://synaq.org/priv/heli/ev/0001l-03090.mp3,,,
löüdmä,leidma,löytää,find,gávdnat,finne,finna,finden,V,ACTION_V,https://synaq.org/priv/heli/ev/0001l-01014.mp3,,,
lühendüs,lühend,lyhenne,abbreviation,oanádus,forkortelse,förkortning,Abkürzung,N,LANGUAGEPART,https://synaq.org/priv/heli/ev/0001l-03499.mp3,,,
lühkü,lühike,lyhyt,short,oanehaš,kort,kort,kort_DEU,A,BODY_A,https://synaq.org/priv/heli/ev/0001item1824.mp3,,,
lüümä,lööma,lyödä,hit,huškut,slå,slå,schlagen,V,ACTION_V,https://synaq.org/priv/heli/ev/0001l-00444.mp3,,,
lüümä,lööma,lyödä,hit,časkit,slå,slå,schlagen,V,WORK_ECONOMY_V,https://synaq.org/priv/heli/ev/0001l-00444.mp3,,,
maa,maa,maa,land,eana,jord,jord,jord_DEU,N,NATURE_PLACE,https://synaq.org/priv/heli/ev/000100673.mp3,,,
maaha istma,istet võtma,istuutua,sit down,čohkánit,sette seg,sette seg_SWE,sette seg_DEU,V,BODY_V,,,,
maailm,maailm,maailma,world,máilbmi,verden,världen,verden_DEU,N,YYY,https://synaq.org/priv/heli/ev/0001m-00048.mp3,,,
maakund,maakond,lääni,county,fylka,fylke,län,fylke_DEU,N,PLACE_STAYING,https://synaq.org/priv/heli/ev/0001m-00097.mp3,,,
maakund,maakond,lääni,county,fylkkagielda,fylkeskommune,län,fylkeskommune_DEU,N,ORGANIZATION,https://synaq.org/priv/heli/ev/0001m-00097.mp3,,,
maal'ma,maalima,maalata,paint,málet,male,måla,mahlen,V,ACTION_V,MORFAC_V,https://synaq.org/priv/heli/ev/0001m-00120.mp3,,
maasigaq,maasikad,mansikat,strawberries,eatnanmuorjjit,eananmuorjjit,jordbær,jordgubbar,Erdbeeren,N,FOOD_DISH_PL,FOOD_GROCERY_PL,,
maasik,maasikas,mansikka,strawberry,eananmuorji,jordbær,jordgubb,jordbær_DEU,N,PLANT,https://synaq.org/priv/heli/ev/0001m-00180.mp3,,,
maatüü,põllumajandus,maatalous,agriculture,eanandoallu,jordbruk,jordbruk,jordbruk_DEU,N,JOB,https://synaq.org/priv/heli/ev/0001p-po-py-01489.mp3,,,
magama minemä,magama minema,mennä nukkumaan,go to bed,velledit,legge seg,gå och lägga sig,sich hinlegen,V,BODY_V,,,,
magama,magama,nukkua,sleep,oađđit,sove,sova,schlafen,V,BODY_V,MORFAC_V,,,
magamistarõ,magamistuba,makuuhuone,room,gámmir,kammers,rum,kammers_DEU,N,ROOM,https://synaq.org/priv/heli/ev/0001m-00308.mp3,,,
mahl,mahl,mehu,juice,sákta,saft,saft,saft_DEU,N,DRINK,https://synaq.org/priv/heli/ev/0001m-00375.mp3,,,
mahlajuuk’,mahlajook,mehujuoma,juice drink,mehujuoma_SME,fruktdrikke,bärdryck,fruktdryck,juicedryck,Fruchtgetränk,N,DRINK,https://synaq.org/priv/heli/ev/0001m-01855.mp3,
mahlakuu,aprill,huhtikuu,april,cuoŋománnu,april,april,april_DEU,N,TIME_POINT_LOC,https://synaq.org/priv/heli/ev/000101173.mp3,,,
mahtuma,mahtuma,mahtua,fit,čáhkat,få plass,få plats,Platz bekommen,V,EXPOSURE_V,https://synaq.org/priv/heli/ev/0001m-00383.mp3,,,
maitsma,maitsma,maistaa,taste,máistit,smake på,smaka,smake på_DEU,V,FOOD_DRINK_V,https://synaq.org/priv/heli/ev/0001m-00488.mp3,,,
maja,maja,talo,house,dállu,gård,gård,gård_DEU,N,BUILDING,https://synaq.org/priv/heli/ev/0001m-00506.mp3,,,
maja,maja,talo,house,stohpu,hus,hus,hus_DEU,N,BUILDING,https://synaq.org/priv/heli/ev/0001m-00506.mp3,,,
maja,maja,talo,house,viessu,hus,hus,hus_DEU,N,CITY,https://synaq.org/priv/heli/ev/0001m-00506.mp3,,,
majakõnõ,hütt,mökki,hut,barta,hytte,stuga,hytte_DEU,N,BUILDING,https://synaq.org/priv/heli/ev/0001n-o-02569.mp3,,,
majoniis',majonees,majoneesi,mayonnaise,majonesa,majones,majonnäs,majones_DEU,N,FOOD_GROCERY,https://synaq.org/priv/heli/ev/0001m-00549.mp3,,,
makõsüük’,magustoit,jälkiruoka,dessert,deattáldat,bajálaš,desert,efterrätt,Nachtisch,N,FOOD_DISH,https://synaq.org/priv/heli/ev/0001m-00341.mp3,,
mandariin’,mandariin,mandariini,tangerine,mandariini_SME,mandarin,mandarin,clementin,Mandarine,N,FOOD_DISH,FOOD_GROCERY_PL,https://synaq.org/priv/heli/ev/0001m-00648.mp3,
mango,mango,mango,mango,mango_SME,mango,mango,Mango,N,FOOD_GROCERY,,,,
mano pandma,lisama,lisätä,add,lasihit,legge til,legge til_SWE,legge til_DEU,V,ACTION_V,,,,
margariin',margariin,margariini,margarine,margariidna,margarin,margarin_SWE,margarin_DEU,N,FOOD_GROCERY,https://synaq.org/priv/heli/ev/0001m-00744.mp3,,,
mari,mari,marja,berry,muorji,bær,bär,bær_DEU,N,PLANT,https://synaq.org/priv/heli/ev/0001m-00750.mp3,,,
mar’aq,marjad,marjat,berries,muorjjit,bær,bär,Beeren,N,FOOD_DISH_PL,FOOD_GROCERY_PL,,,
masma,maksma,maksaa,pay,máksit,betale,kosta,kosten,V,CITY,https://synaq.org/priv/heli/ev/0001k-ka-ke-00042.mp3,,,
mass,maks,maksa,liver,vuoivvas,lever,lever,lever_DEU,N,BODYPART,FOOD_GROCERY,FOOD_DISH,https://synaq.org/priv/heli/ev/0001l-02916.mp3,
mass,maks,maksu,fee,divat,avgift,avgift_SWE,avgift_DEU,N,FINANCE,https://synaq.org/priv/heli/ev/0001l-02916.mp3,,,
mass,maks,vero,tax,vearru,skatt,skatt,skatt_DEU,N,FINANCE,https://synaq.org/priv/heli/ev/0001l-02916.mp3,,,
massin,masin,kone,machine,mašiidna,maskin,maskin_SWE,maskin_DEU,N,TOOL,https://synaq.org/priv/heli/ev/000101144.mp3,,,
matal',madal,matala,low,vuollegaš,lav,låg,lav_DEU,A,OBJECT_A,https://synaq.org/priv/heli/ev/0001m-00227.mp3,,,
matal',madal,matala,shallow,coagis,grunn,grund,grunn_DEU,A,NATURE_A,https://synaq.org/priv/heli/ev/0001m-00227.mp3,,,
matõmaatiga,matemaatika,matematiikka,mathematics,matematihkka,matematikk,matematik,matematikk_DEU,N,SCHOOL,,,,
meelütämä,meelitama,houkutella,tempt,hohkahit,lokke,lokke_SWE,lokke_DEU,V,VERBAL_V,https://synaq.org/priv/heli/ev/000100441.mp3,,,
mesi,mesi,hunaja,honey,miehta,honet,honning,honung,Honig,N,FOOD_DISH,FOOD_GROCERY,https://synaq.org/priv/heli/ev/0001m-01268.mp3,
miildümä,meeldima,tykätä,like,liikot,like,tycka om,mögen,V,EXPERIENCE_V,https://synaq.org/priv/heli/ev/0001m-01012.mp3,,,
miis',mees,aviomies,husbond,boadnji,ektemann,äkta man,Ehemann,N,FAMILY,https://synaq.org/priv/heli/ev/0001k-ka-ke-00114.mp3,,,
miis',mees,mies,man,almmái,mann,man,mann_DEU,N,OTHERS,https://synaq.org/priv/heli/ev/0001k-ka-ke-00114.mp3,,,
miitre,meeter,metri,meter,mehter,meter,meter,meter_DEU,N,AMOUNT,https://synaq.org/priv/heli/ev/0001m-01130.mp3,,,
mille,miks,miksi,why,manin,hvorfor,hvorfor_SWE,hvorfor_DEU,Adv,DIV_ADV,https://synaq.org/priv/heli/ev/0001m-01455.mp3,,,
minnij,minia,miniä,daughter in law,mannji,svigerdatter,svärdotter,svigerdatter_DEU,N,FAMILY,https://synaq.org/priv/heli/ev/0001m-01529.mp3,,,
minot',minut,minuutti,minute,minuhtta,minutt,minut,minutt_DEU,N,TIME_DUR,https://synaq.org/priv/heli/ev/0001m-01552.mp3,,,
molohk,murakas,lakka,cloudberry,luomi,molte,hjortron,molte_DEU,N,PLANT,https://synaq.org/priv/heli/ev/0001m-02135.mp3,,,
molohkasahvt',murakamoos,lakkahillo,cloudberry jam,luomemeastu,moltesyltetøy,hjortronsylt,moltesyltetøy_DEU,N,FOOD_GROCERY,,,,
moodor',mootor,moottori,motor,mohtor,motor,motor,motor_DEU,N,THING,https://synaq.org/priv/heli/ev/000100567.mp3,,,
morss’,morss,mehujuoma,juice drink,mehujuoma_SME,fruktdrikke,bärdryck,fruktdryck,juicedryck,Fruchtgetränk,N,DRINK,https://synaq.org/priv/heli/ev/0001m-01856.mp3,
mudsu,mõistus,järki,sense,jierbmi,forstand,förstånd,forstand_DEU,N,BODYPART,https://synaq.org/priv/heli/ev/000101381.mp3,,,
muistinõ,muistne,muinainen,old,dološ,gammel,gammal,gammel_DEU,A,CITY,https://synaq.org/priv/heli/ev/000101129.mp3,,,
mulk,auk,reikä,hole,ráigi,hull,hål,hull_DEU,N,YYY,https://synaq.org/priv/heli/ev/000101681.mp3,,,
muna,muna,muna,egg,manni,egg,ägg,Ei,N,FOOD_GROCERY,https://synaq.org/priv/heli/ev/0001m-02098.mp3,,,
murrõn,mures,huolissaan,worried,fuolas,bekymret,bekymrad,bekymret_DEU,Adv,DIV_ADV,,,,
murõhtama,muretsema,murehtia,grieve,moraštit,sørge,sørge_SWE,sørge_DEU,V,FEELING,https://synaq.org/priv/heli/ev/0001k-ko-ky-01033.mp3,,,
mus'o,suudlus,suukko,kiss,cummá,kyss,kyss,kyss_DEU,N,ACTION,https://synaq.org/priv/heli/ev/0001m-02232.mp3,,,
must,must,likainen,dirty,duolvvas,skitten,smutsig,skitten_DEU,A,CLOTHING_A,https://synaq.org/priv/heli/ev/0001m-02242.mp3,,,
must,must,musta,black,čáhppat,svart,svart,svart_DEU,A,COLOUR,https://synaq.org/priv/heli/ev/0001m-02242.mp3,,,
mustigaq,mustikad,mustikat,blueberries,sarridat,blåbær,blåbär,Heidelbeeren,Blaubeeren,N,FOOD_DISH_PL,FOOD_GROCERY_PL,,
mustik,mustikas,mustikka,blueberry,sarrit,blåbær,blåbär,blåbær_DEU,N,PLANT,https://synaq.org/priv/heli/ev/0001m-02272.mp3,,,
mutik,putukas,hyönteinen,insect,divri,insekt,insekt,insekt_DEU,N,ANIMAL_WILD,https://synaq.org/priv/heli/ev/0001p-po-py-01156.mp3,,,
muusiga,muusika,musiikki,music,musihkka,musikk,musik,musikk_DEU,N,SCHOOL,https://synaq.org/priv/heli/ev/0001m-02363.mp3,,,
muusõum',muuseum,museo,museum,musea,museum,museum,museum_DEU,N,CITY,https://synaq.org/priv/heli/ev/0001m-02358.mp3,,,
mälehtämä,mäletama,muistaa,remember,muitit,huske,minnas,erinnern,V,EXPERIENCE_V,https://synaq.org/priv/heli/ev/0001m-02743.mp3,,,
mälo,mälu,muisti,memory,muitu,minne,minne_SWE,minne_DEU,N,THOUGHT,https://synaq.org/priv/heli/ev/0001m-02767.mp3,,,
mäng'mä,mängima,leikkiä,play,duhkoraddat,leke,leka,spielen,V,HUM_V,https://synaq.org/priv/heli/ev/0001b-d-01848.mp3,,,
mäng'mä,mängima,pelata,play,speallat,spille,spela,spielen,V,LEISURETIME_HOME_V,https://synaq.org/priv/heli/ev/0001b-d-01848.mp3,,,
mäng,mäng,peli,game,speallu,spill,spel,spill_DEU,N,TOY,https://synaq.org/priv/heli/ev/0001m-00950.mp3,,,
mängoasi,mänguasi,lelu,toy,duhkoras,leke,leksak,leke_DEU,N,TOY,https://synaq.org/priv/heli/ev/0001l-01112.mp3,,,
märgütämä,arutama,pohtia,think,vihkkedallat,gruble,grubbla,grüblen,V,ACTION_V,MORFAC_V,https://synaq.org/priv/heli/ev/000101425.mp3,,
märtekuu,november,marraskuu,November,skábmamánnu,november,november,november_DEU,N,TIME_POINT_LOC,https://synaq.org/priv/heli/ev/0001n-o-01063.mp3,,,
märä,mära,tamma,mare,dámmá,hoppe,sto,hoppe_DEU,N,ANIMAL_DOM,https://synaq.org/priv/heli/ev/0001m-02813.mp3,,,
mõistma,oskama,osata,be able to,máhttit,kunne,kunna,können,V,AUX_V,https://synaq.org/priv/heli/ev/0001j-00031.mp3,,,
mõni,mõni,muutama,a couple,moadde,et par,et par_SWE,et par_DEU,Num,mCARD_VERYSMALL,https://synaq.org/priv/heli/ev/0001m-02538.mp3,,,
mõsula,pesula,pesula,laundry,basahat,vaskeri,tvätteri,vaskeri_DEU,N,ROOM,,,,
mõsumassin,pesumasin,pesukone,washing machine,bassaladdanmašiidna,vaskemaskin,tvättmaskin,vaskemaskin_DEU,N,FURNITURE,https://synaq.org/priv/heli/ev/0001p-pa-po-01774.mp3,,,
mõtlõma,mõtlema,ajatella,think,jurddahit,tenke,tänka,denken,V,HUM_V,MORFAC_V,https://synaq.org/priv/heli/ev/0001b-d-00723.mp3,,
mõtlõma,mõtlema,miettiä,think,smiehttat,tenke,tänka,denken,V,EXPERIENCE_V,https://synaq.org/priv/heli/ev/0001b-d-00723.mp3,,,
mõts,mets,metsä,forest,vuovdi,skog,skog,skog_DEU,N,NATURE_PLACE,https://synaq.org/priv/heli/ev/0001k-ka-ke-01246.mp3,,,
mõtsik,metsik,villi,wild,hilbat,vilter,vild,vilter_DEU,A,ANIMAL_A,https://synaq.org/priv/heli/ev/0001b-d-00040.mp3,,,
mõtõq,mõte,ajatus,thought,jurdda,tanke,tanke,tanke_DEU,N,ACTION,https://synaq.org/priv/heli/ev/0001i-00025.mp3,,,
müts,müts,hattu,hat,háhtta,hatt,hatt,hatt_DEU,N,CLOTHING,https://synaq.org/priv/heli/ev/0001m-03208.mp3,,,
müvväq,müüa,myynnissä,for sale,vuovdimassii,til salgs,till salu,til salgs_DEU,Adv,WORK_ECONOMY_ADV,,,,
müübli,mööbel,huonekalu,furniture,stohpogálvu,møbel,möbel,møbel_DEU,N,ROOM_OTHER,https://synaq.org/priv/heli/ev/0001m-03028.mp3,,,
müübli,mööbel,huonekalu,furniture,viessogálvu,møbel,dörrhandtag,møbel_DEU,N,FURNITURE,https://synaq.org/priv/heli/ev/0001m-03028.mp3,,,
müüjä,müüja,myyjä,salesman,gávpebargi,ekspeditør,expedit,Verkäufer,N,CITY,,,,
müümä,müüma,myydä,sell,vuovdit,selge,sälja,verkaufen,V,CITY,https://synaq.org/priv/heli/ev/0001item0758.mp3,,,
naabri,naaber,naapuri,neighbour,kránnjá,nabo,granne,nabo_DEU,N,OTHERS,https://synaq.org/priv/heli/ev/0001n-o-00000.mp3,,,
naabri,naaber,naapuri,neighbour,ránnjá,nabo,granne,nabo_DEU,N,OTHERS,https://synaq.org/priv/heli/ev/0001n-o-00000.mp3,,,
naanõ,naine,nainen,woman,nissonolmmoš,kvinne,kvinna,Frau,N,OTHERS,https://synaq.org/priv/heli/ev/0001k-ka-ke-00115.mp3,,,
naanõ,nainw,vaimo,wife,eamit,hustru,fru,Ehefrau,N,FAMILY,https://synaq.org/priv/heli/ev/0001k-ka-ke-00115.mp3,,,
naarahtama,naeratama,hymyillä,smile,moddját,smile,le,lächeln,V,BODY_V,MORFAC_V,https://synaq.org/priv/heli/ev/0001m-01992.mp3,,
naarahtama,naeratama,hymyillä,smile,mojohallat,smile,småle,lächeln,V,mLAUGH,https://synaq.org/priv/heli/ev/0001m-01992.mp3,,,
naarahtus,naeratus,hymy,smile,modji,smil,smil,smil_DEU,N,YYY,https://synaq.org/priv/heli/ev/0001n-o-00039.mp3,,,
naardma,nerma,nauraa,laugh,boagustit,le,skratta,lachen,V,VERBAL_V,MORFAC_V,https://synaq.org/priv/heli/ev/0001n-o-00044.mp3,,
nahk,nahk,iho,skin,liiki,hud,hud,hud_DEU,N,BODYPART,https://synaq.org/priv/heli/ev/0001k-ke-ko-00423.mp3,,,
nektär’,nektar,nektari,nectar,nektari_SME,nektar,nektar,Nektar,N,DRINK,https://synaq.org/priv/heli/ev/0001n-o-00425.mp3,,,
neli,neli,neljä,four,njeallje,fire,fyra,vier,Num,mCARD_VERYSMALL,,,,
nelivido,nelivedu,neliveto,four-wheel drive,njealjejuvlageassi,firehjulstrekker,firehjulstrekker_SWE,firehjulstrekker_DEU,N,VEHICLE,,,,
neläpäiv,neljapäev,torstai,thursday,duorastat,torsdag,torsdag,torsdag_DEU,N,TIME_POINT_GEN,,,,
niildmä,neelama,niellä,swallow,njiellat,svelge,svelge_SWE,svelge_DEU,V,BODY_V,https://synaq.org/priv/heli/ev/0001item0033.mp3,,,
niit,niit,niitty,meadow,gieddi,eng,äng,eng_DEU,N,NATURE_PLACE,https://synaq.org/priv/heli/ev/000100031.mp3,,,
nilbõ,libe,liukas,slippery,njalkkas,glatt,glatt,glatt_DEU,A,NATURE_A,https://synaq.org/priv/heli/ev/0001l-01239.mp3,,,
nimekiri,nimekiri,luettelo,list,listu,liste,lista,liste_DEU,N,TEXT,https://synaq.org/priv/heli/ev/0001l-01948.mp3,,,
nimmama,nimetama,nimittää,name,namahit,benevne,namnge,benennen,V,VERBAL_V,https://synaq.org/priv/heli/ev/0001k-ke-ko-02411.mp3,,,
noho,nohu,nuha,cold,nuorvu,forkjølelse,förkylning,forkjølelse_DEU,N,ILLNESS,https://synaq.org/priv/heli/ev/0001n-o-00843.mp3,,,
norrakeeline,norrakeelne,norjankielinen,Norwegian,dárogielat,norskspråklig,norskspråkig,norskspråklig_DEU,A,HUM_A,,,,
nudsima,imema,imeä,suck,njammat,suge,suge_SWE,suge_DEU,V,BODY_V,https://synaq.org/priv/heli/ev/0001i-00384.mp3,,,
nukk,nurk,kulma,corner,nurki,hjørne,hörna,hjørne_DEU,N,CONSTRUCTION,https://synaq.org/priv/heli/ev/000101571.mp3,,,
nukk,nurk,kulma,corner,čiehka,hjørne,hörn,hjørne_DEU,N,ROOMPART,https://synaq.org/priv/heli/ev/000101571.mp3,,,
nuul',nool,nuoli,arrow,njuolla,pil,pil,pil_DEU,N,TOOL,https://synaq.org/priv/heli/ev/0001n-o-00933.mp3,,,
nuur',noor,nuori,youngster,nuorra,ungdom,ungdom,ungdom_DEU,N,OTHERS,https://synaq.org/priv/heli/ev/0001j-00739.mp3,,,
nuur'paar',noorpaar,hääpari,wedding couple,náittosbárra,brudepar,brudpar,brudepar_DEU,N,OTHERS,https://synaq.org/priv/heli/ev/0001n-o-00968.mp3,,,
nuur'paar',noorpaar,nuoripari,young couple,nuorrabárra,ungt kjærestepar,ungt kjærestepar_SWE,ungt kjærestepar_DEU,N,OTHERS,https://synaq.org/priv/heli/ev/0001n-o-00968.mp3,,,
nuurus,noorus,nuoruus,youth,nuorravuohta,ungdom,ungdom_SWE,ungdom_DEU,N,TIME_OTHER,https://synaq.org/priv/heli/ev/0001n-o-00976.mp3,,,
nädälilõpp,nädalalõpp,viikonloppu,weekend,vahkkoloahppa,helg,veckoslut,helg_DEU,N,TIME_POINT_LOC,,,,
nädälipäiv,nädalapäev,viikonpäivä,weekday,vahkkobeaivi,ukedag,veckodag,ukedag_DEU,N,TIME_OTHER,https://synaq.org/priv/heli/ev/0001n-o-01607.mp3,,,
nägemä,nägema,nähdä,see,oaidnit,se,se,sehen,V,BODY_V,https://synaq.org/priv/heli/ev/0001m-02856.mp3,,,
nägo,nägu,kasvot,face,ámadadju,ansikt,ansikte,ansikt_DEU,N,BODYPART,https://synaq.org/priv/heli/ev/0001i-00297.mp3,,,
nälg,nälg,nälkä,hunger,nealgi,sult,hunger,sult_DEU,N,FEELING,https://synaq.org/priv/heli/ev/000100751.mp3,,,
näost vereväs minemä,punastama,punastua,redden,ruvssodit,rødme,rødme_SWE,rødme_DEU,V,BODY_V,,,,
närvitsemä,närvitsema,olla hermostunut,fret,jierásmuvvat,vare nervøs,vara nervös,nervös sein,V,ACTION_V,MORFAC_V,https://synaq.org/priv/heli/ev/0001n-o-01898.mp3,,
nätäl',nädal,viikko,week,vahkku,uke,vecka,uke_DEU,N,TIME_DUR,https://synaq.org/priv/heli/ev/0001n-o-01605.mp3,,,
näütlejä,näitleja,taitelija,artist,dáiddár,kunstner,konstnär,Künstler,N,PROFESSION,,,,
näütämä,näitama,näyttää,show,vuosehit,vise,visa,zeigen,V,HUM_V,https://synaq.org/priv/heli/ev/000101833.mp3,,,
näütämä,näitama,näyttää,show,čájehit,vise,visa,zeigen,V,HUM_V,https://synaq.org/priv/heli/ev/000101833.mp3,,,
nõgõl,nõel,neula,needle,nállu,nål,nål,nål_DEU,N,HANDICRAFTS,https://synaq.org/priv/heli/ev/0001n-o-01365.mp3,,,
nõna,nina,nenä,nose,njunni,nese,näsa,nese_DEU,N,BODYPART,https://synaq.org/priv/heli/ev/0001h-00141.mp3,,,
nõrk,nõrk,heikko,weak,geahnoheapme,svak,svag,svak_DEU,A,HUM_A,https://synaq.org/priv/heli/ev/0001n-o-01539.mp3,,,
nõstma,tõstma,nostaa,lift,loktet,løfte,løfte_SWE,løfte_DEU,V,BODY_V,https://synaq.org/priv/heli/ev/0001item1522.mp3,,,
nõsõma,tõusma,nousta,raise,badjánit,stige,stige_SWE,stige_DEU,V,EXPOSURE_V,https://synaq.org/priv/heli/ev/0001k-ke-ko-00356.mp3,,,
nõsõma,tõusma,nousta,rise,goargŋut,stige,stige_SWE,stige_DEU,V,EXPOSURE_V,https://synaq.org/priv/heli/ev/0001k-ke-ko-00356.mp3,,,
nõudminõ,nõudmine,vaatimus,demand,gáibádus,krav,krav,krav_DEU,N,ABSTRACT,https://synaq.org/priv/heli/ev/0001b-d-00724.mp3,,,
nõvvo andma,nõu andma,neuvoa,advice,rávvet,anbefale,förmana,empfehlen,V,VERBAL_V,,,,
nüsmä,lüpsma,lypsää,milk,bohčit,melke,mjölka,melken,V,ANIMAL_V,https://synaq.org/priv/heli/ev/0001l-03568.mp3,,,
ohku,õhuke,ohut,narrow,seaggi,tynn,tunn,tynn_DEU,A,BODY_A,https://synaq.org/priv/heli/ev/0001item0110.mp3,,,
ohku,õhuke,ohut,thin,asehaš,tynn,tunn,tynn_DEU,A,CLOTHING_A,https://synaq.org/priv/heli/ev/0001item0110.mp3,,,
ohostama,ohustama,uhata,threaten,áitit,true,hota,drohen,V,VERBAL_V,,,,
ohtlik,ohtlik,vaarallinen,dangerous,váralaš,farlig,farlig,farlig_DEU,A,ANIMAL_A,,,,
olg,õlg,olkapää,shoulder,oalgi,skulder,axel,skulder_DEU,N,BODYPART,https://synaq.org/priv/heli/ev/0001item0288.mp3,,,
oluq,õlu,olut,beer,vuola,øl,öl,øl_DEU,N,DRINK,https://synaq.org/priv/heli/ev/0001item0311.mp3,,,
olõma,olema,olla,be,leat,være,vara,sein,V,AUX_V,https://synaq.org/priv/heli/ev/000101507.mp3,,,
op'ma,õppima,oppia,learn,oahppat,lære,lära sig,lernen,V,SCHOOL_V,https://synaq.org/priv/heli/ev/0001item0455.mp3,,,
opiainõq,õppeaine,oppiaine,subject,fága,fag,fack,fag_DEU,N,SCHOOL,https://synaq.org/priv/heli/ev/0001b-d-00397.mp3,,,
opikava,õppekava,opetussuunnitelma,curriculum,oahppoplána,læreplan,läroplan,Lehrplan,N,SCHOOL,,,,
opilanõ,õpilane,oppilas,pupil,oahppi,elev,elev,elev_DEU,N,OTHERS,https://synaq.org/priv/heli/ev/0001item0422.mp3,,,
opiraamat,õpik,oppikirja,textbook,oahppogirji,lærebok,lärobok,lærebok_DEU,N,TEXT,https://synaq.org/priv/heli/ev/0001item0416.mp3,,,
oppaja,õpetaja,opettaja,teacher,oahpaheaddji,lærer,lärare,lærer_DEU,N,PROFESSION,https://synaq.org/priv/heli/ev/0001b-d-00448.mp3,,,
oppama,õpetama,opettaa,teach,oahpahit,undervise,undervisa,unterrichten,V,SCHOOL_V,MORFAC_V,https://synaq.org/priv/heli/ev/0001item0402.mp3,,
oppus,õpetus,opetus,teaching,oahpahus,undervisning,undervisning,Unterricht,N,SCHOOL,https://synaq.org/priv/heli/ev/0001h-00442.mp3,,,
org,org,laakso,valley,leahki,dal,dal,dal_DEU,N,NATURE_PLACE,https://synaq.org/priv/heli/ev/0001l-02824.mp3,,,
orrav,orav,orava,squirrel,oarri,ekorn,ekorre,ekorn_DEU,N,ANIMAL_WILD,https://synaq.org/priv/heli/ev/0001n-o-02667.mp3,,,
oss,oks,oksa,branch,oaksi,grein,gren,grein_DEU,N,PLANT,https://synaq.org/priv/heli/ev/0001n-o-02351.mp3,,,
ossa võtma,osa võtma,osallistua,participate,oassálastit,delta,delta_SWE,delta_DEU,V,HUM_V,https://synaq.org/priv/heli/ev/0001n-o-02767.mp3,,,
ossõndama,oksendama,oksentaa,vomit,vuovssadit,kaste opp,kräkas,brechen,V,ACTION_V,MORFAC_V,https://synaq.org/priv/heli/ev/0001item0912.mp3,,
ostma,ostma,ostaa,buy,oastit,kjøpe,köpa,kaufen,V,CITY,https://synaq.org/priv/heli/ev/0001n-o-02877.mp3,,,
otav,odav,halpa,cheap,hálbi,billig,billig,billig_DEU,A,CLOTHING_A,https://synaq.org/priv/heli/ev/000100766.mp3,,,
ots'ma,otsima,etsiä,look for,ohcat,lete,leta,suchen,V,ACTION_V,https://synaq.org/priv/heli/ev/0001h-00390.mp3,,,
ots'ma,otsima,etsiä,search for,ohcalit,savne,savne_SWE,savne_DEU,V,FEELING,https://synaq.org/priv/heli/ev/0001h-00390.mp3,,,
ots,laup,otsa,forehead,gállu,panne,panna,panne_DEU,N,BODYPART,https://synaq.org/priv/heli/ev/0001l-00825.mp3,,,
paar',paar,pari,couple,bárra,par,par,par_DEU,N,OTHERS,https://synaq.org/priv/heli/ev/0001b-d-00473.mp3,,,
paar',paar,pari,couple,párra,par,par,par_DEU,N,OTHERS,https://synaq.org/priv/heli/ev/0001b-d-00473.mp3,,,
pada,pada,pata,kettle,ruitu,gryte,gryta,gryte_DEU,N,CONTAINER,https://synaq.org/priv/heli/ev/0001k-ka-ke-01478.mp3,,,
pagõma,põgenema,paeta,escape,báhtarit,flykte,fly,fliehen,V,mMOVE_V,,,,
pahanõma,solvuma,suuttua,get angry,eattehit,bli sint,bli arg,sich ärgern,V,EXPERIENCE_V,https://synaq.org/priv/heli/ev/0001h-00052.mp3,,,
pai,paju,paju,willow,sieđga,selje,selje_SWE,selje_DEU,N,PLANTm,https://synaq.org/priv/heli/ev/0001k-ko-ky-00613.mp3,,,
paigapääline,kohalik,paikallinen,local,báikkálaš,lokal,lokal,lokal_DEU,A,CITY,https://synaq.org/priv/heli/ev/0001k-ke-ko-01686.mp3,,,
paistma,paistma,näkyä,be visible,oidnot,synes,ses,gesehen werden,V,EXPERIENCE_V,https://synaq.org/priv/heli/ev/0001k-ko-ky-02686.mp3,,,
pak'ma,pakkima,pakata,pack,báhkket,pakke,pakke_SWE,pakke_DEU,V,ACTION_V,https://synaq.org/priv/heli/ev/0001p-pa-po-00514.mp3,,,
pak'ma,pakkima,pakata,pack,páhkket,pakke,packa,pakke_DEU,V,HUM_V,https://synaq.org/priv/heli/ev/0001p-pa-po-00514.mp3,,,
