tädi|S|aunt|тётя|Tante|täti|7|FAMILY
tähendama|V|to mean|означать|bedeuten|tarkoittaa|7
vallaline|A|single|неженатый, холостой|ledig|naimaton, sinkku|7
vallaline|S|single|неженатый, холостой|ledig|naimaton, sinkku|7
vanus|S|age|возраст|Alter|ikä|7
õnneks|Adv|fortunately|к счастью|glücklicherweise|onneksi|7
õu|S|yard|двор|Hof|piha|7
äi|S|father-in-law|свёкор, тесть|Schwiegervater|appi|7|FAMILY
ämm|S|mother-in-law|свекровь, тёща|Schwiegermutter|anoppi|7|FAMILY
öö läbi|MWE|all night long|всю ночь|die ganze Nacht|koko yön|7
aitama|V|to help|помогать|helfen|auttaa|8
arvuti|S|computer|компьютер|Computer|tietokone|8
asi|S|thing|вещ, дело|Sache|asia|8
eksam|S|exam|экзамен|Prüfung, Klausur|tutkinto, tentti, koe|8
enne|Adv|before|до|vor, bevor|ennen|8
film|S|movie|фильм|Film|elokuva|8
huvi|S|interest|интерес|Interesse|kiinnostus|8
jalgpall|S|football|футбол|Fußball|jalkapallo|8|SPORT
jõusaal|S|fitness club, gym|тренажёрный зал|Fitnessstudio|kuntosali|8
kala|S|fish|рыба|Fisch|kala|8|FOOD
kindlasti|Adv|for sure|обязательно|sicher, bestimmt|varmasti|8
kino|S|cinema|кинотеатр, кино|Kino|elokuvateatteri|8
kirik|S|church|церковь|Kirche|kirkko|8
kogu|S|all|весь, целый|alle, ganz|koko, kokonainen|8
kohtuma|V|to meet|встречаться|sich treffen, treffen|tavata|8
kontsert|S|concert|концерт|Konzert|konsertti|8
koor|S|choir|хор|Chor|kuoro|8
koristama|V|to clean|убирать|putzen, aufräumen|siivota|8
korvpall|S|basketball|баскетбол|Basketball|koripallo|8|SPORT
kuulama|V|to listen|слушать|zuhören, anhören|kuunnella|8
kuulma|V|to hear|слышать|hören|kuulla|8
kuupäev|S|date|дата, число|Datum|päivämäärä|8
lihtne|A|simple|простой|einfach|helppo|8
liiga|Adv|too, too much|слишком|zu, zu viel|liian|8
liiga|S|too, too much|слишком|zu, zu viel|liian|8
lõuna|S|lunch, south|обед, юг|Mittagessen, Süden|päivällinen, etelä|8
mitu korda?|MWE|how many times?|сколько раз?|wieviel Mal?|kuinka monta kertaa?|8
muusika|S|music|музыка|Musik|musiikki|8
mõnikord|Adv|sometimes|иногда|manchmal|joskus|8
mängima|V|to play|играть|spielen|pelata|8
nägema|V|to see|видеть, смотреть|sehen|nähdä|8
ootama|V|to wait|подождать|warten|odottaa|8
parem|Adv|rather|лучше|eher, besser|parempi, mieluummin|8
parem|A|rather|лучше|eher, besser|parempi, mieluummin|8
puhkepäev|S|day off|выходной день|Ruhetag|lepopäivä|8
saal|S|hall|зал|Saal|sali|8
seepärast|Adv|therefore|потому что|deshalb|sen takia, siksi|8
sportlik|A|athletic|спортивный|sportlich|urheilullinen|8
suusatama|V|to ski|кататься на лыжах|Skifahren|hiihtää|8|SPORT
sõbranna|S|female friend|подруга|Freundin|ystävätär|8
teater|S|theater|театр|Theater|teatteri|8
tegevus|S|activity|деятельность|Beschäftigung|toiminta|8
tennis|S|tennis|теннис|Tennis|tennis|8|SPORT
terve päev|MWE|the whole day|целый день|den ganzen Tag|koko päivä|8
trenn|S|training|тренировка|Training|harjoitus, treeni|8|SPORT
uisutama|V|to skate|кататься на коньках|Schlittschuhlaufen|luistaa|8|SPORT
vaba|A|free|свободный|frei|vabaa|8
võrkpall|S|volleyball|волейбол|Volleyball|lentopallo|8|SPORT
üldiselt|Adv|generally|в общем|normalerweise|yleisesti|8
ajaleht|S|newspaper|газета|Zeitung|sanomalehti|9
andma|V|to give|давать, вручать|geben|antaa|9
apelsin|S|orange|апельсин|Orange|appelsiini|9|FOOD
banaan|S|banana|банан|Banane|banaani|9|FOOD
dušš|S|shower|душ|Dusche|suihku|9
eelmine|A|previous, last|предыдущий, прошлый|vorherig|edellinen|9
esik|S|entrance hall|прихожая|Diele|eteinen|9
hambaid pesema|MWE|to brush one’s teeth|чистить зубы|Zähne putzen|pestä hampaitaan|9
hammas|S|tooth|зуб|Zahn|hammas|9
helisema|V|to ring|звенеть|klingeln|soittaa|9
hommikusöök|S|breakfast|завтрак|Frühstück|aamiainen|9
hommikust sööma|MWE|to have breakfast|завтракать|frühstücken|syödä aamiaista|9
ilma|Adv|without|без|ohne|ilman, vailla|9
jogurt|S|yogurt|йогурт|Joghurt|jugurtti|9|FOOD
jooma|V|to drink|пить|trinken|juoda|9|FOOD_DRINK_V
kahvel|S|fork|вилка|Gabel|haarukka|9
kauss|S|bowl|чаша, чашка, миска|Schüssel|kulho|9
klaas|S|glass|стакан|Glas|lasi|9
keskkool|S|high school|средняя школа|Oberstufe|oppikoulu|9
king|S|shoe|ботинок|Schuh|kenkä|9
kinni|Adv|closed|закрыт|geschlossen|suljettu|9kohv|coffee|кофе|Kaffee|kahvi|9|DRINK
kohvik|S|café|кафе|Café|kahvila|9
kohvimasin|S|coffee maker|кофеварка|Kaffeemaschine|kahvinkeitin|9
konverents|S|conference|конференция|Konferenz|kongressi|9
kook|S|cake|пирожное|Kuchen|leivos, torttu|9|FOOD
kruus|S|mug|кружка|Becher|muki|9
kuni||till|до|bis|saakka, asti|9
kähku|Adv|quickly|быстро|schnell, rasch|nopeasti|9
lahti|Adv|open|открыт|geöffnet|auki|9
leib|S|bread, dark bread|хлеб|Brot, dunkles Brot|leipä|9|FOOD
lina|S|sheet, linen|простыня, лён|Laken, Lein|liina, lakana, pellava|9
lusikas|S|spoon|ложка|Löffel|lusikka|9
mahl|S|juice|сок|Saft|mehu, tuoremehu|9|DRINK
mantel|S|jacket, coat|пальто|Mantel|takki, päällystakki|9
minevik|S|the past, past tense|прошлое, прошедшее время|Vergangenheit, Imperfekt|menneisyys, imperfekti|9
mitte kunagi|MWE|not ever|никогда|niemals|ei koskaan, ei ikinä|9
moos|S|jam|варенье|Marmelade|hillo|9|FOOD
möödunud| A|last|прошедший, прошлый|vergangen|viime|9
nuga|S|knife|нож|Messer|veitsi|9
omlett|S|omelet|омлет|Omelette|munakas|9|FOOD
paar|S|pair|пара|Paar|pari|9
panema|V|to put|класть, положить|stellen, legen, setzen|laitaa, panna|9
pann|S|pan|сковорода|Pfanne|pannu|9
pesema|MWE|to wash|мыть|waschen|pestä|9
pirukas|S|пирог|Pirogge|piirakka|9|FOOD
pott|S|pot|кастрюля|Topf|kattila|9
puder|S|porridge|каша|Brei|puuro|9|FOOD
päikesekiir|S|sun ray|луч солнца|Sonnenstrahl|auringonsäde|9
sai|S|white bread|булка|Weißbrot|leipä, vehnäleipä|9|FOOD
salat|S|salad, lettuce|салат|Salat|salaatti|9|FOOD
sageli|Adv|often|часто|oft|useasti, usein|9
selg|S|back|спина|Rücken|selkä|9
sink|S|ham|ветчина|Schinken|kinkku|9|FOOD
sobima|V|to fit|подходить, годиться|passen, stimmen|sopia|9
suhkur|S|sugar|сахар|Zucker|sokeri|9|FOOD
söök|S|meal|еда, пища|Mahl, Essen|ateria|9
sööma|V|to eat|есть, кушать|essen|syödä|9|FOOD_DRINK_V
taldrik|S|plate|тарелка|Teller|lautanen|9
tass|S|cup|чашка|Tasse|kuppi|9
tee|S|tea|чай|Tee|tee|9|DRINK
tee|S|road, path|дорога|Straße|tie|9
tee|S|tea|чай|Tee|tee|9|DRINK
tee|S|road, path|дорога|Straße|tie|9
tekk|S|blanket|одеяло|Decke|peitto|9
tihti|Adv|often|часто|oft|useasti, usein|9
unine|A|sleepy|сонный|müde|uninen, unelias|9
uudis|S|piece of news|новость|Neuigkeit|uutinen|9
valmis|Adv|ready|готовый|bereit|valmis|9
vannituba|S|bathroom|ванная|Badezimmer|kylpyhuone|9
veekann|S|kettle|чайник|Kanne|vesikannu|9
veekeetja|S|kettle, water boiler|чайник|Wasserkocher|vedenkeitin|9
vesi|S|water|вода|Wasser|vesi|9|DRINK
vorst|S|sausage|колбаса|Wurst|makkara|9|FOOD
või|S|butter|масло|Butter|voi|9|FOOD
võileib|S|open sandwich|бутерброд|(belegtes) Butterbrot, Butterbrot|voileipä|9|FOOD
võima|V|to be able to, to be allowed|мочь|dürfen, können, erlaubt sein|voida, kyetä|9
võtma|V|to take|брать, взять|nehmen|ottaa|9
äratuskell|S|alarm clock|будильник|Wecker|herätyskello|9
ajakirjanik|S|journalist|журналист|Journalist|lehtimies, toimittaja|10|PROFESSIONalustama|to start|начинать|anfangen|aloittaa, alkaa, ryhtyä|10
amet|S|profession, position|профессия|Beruf|ammatti, toimi|10|JOB
ankeet|S|form|анкета|Formular|lomake, kyselylomake|10
arst|S|doctor|врач, доктор|Arzt|lääkäri|10|PROFESSION
automehaanik|S|car mechanic|автомеханик|Automechaniker|automekaanikko|10|PROFESSION
bussijuht|S|bus driver|водитель автобуса|Busfahrer|bussikuljettaja|10|PROFESSION
doktoriõpe|S|PhD studies|докторантура|Doktorat|lääkäriopiskelija|10
ehitama|V|to build|строить|bauen|rakentaa|10
ehitus|S|construction site|строительство|Gebäude|rakennus|10
ehk|Adv|or|или|oder|ehkä, voi|10
elukutse|S|profession|профессия|Beruf|ammatti|10|JOB
eriala|S|specialty, field|специальность|Fachrichtung|erikoisala|10|JOB
ettekandja|S|waitress|официантка|Kellnerin|tarjoilija|10|PROFESSION
firma|S|company|фирма|Firma|firma|10|JOB
gümnaasium|S|highschool|гимназия|Gymnasium|lukio|10
haigla|S|hospital|больница|Krankenhaus|sairaala|10
hambaarst|S|dentist|зубной врач|Zahnarzt|hammaslääkäri|10|PROFESSION
haridus|S|education|образование|Ausbildung, Bildung|koulutus, sivistys|10
hotell|S|hotel|отель|Hotel|hotelli|10
infotehnoloog|S|IT specialist|IT-специалист|Informatiker|informaatioteknologi|10|PROFESSION
intervjuu|S|interview|интервью|Interview|haastattelu|10|JOB
iseseisvus|S|independence|независимость|Unabhängigkeit|itsenäisyys|10
juuksur|S|hairdresser|парикмахер|Frisör|kampaaja, parturi|10|PROFESSION
kauplus|S|store, shop|магазин|Laden, Geschäft|kauppa|10
kelner|S|waiter|официант|Kellner|tarjoilija|10|PROFESSION
keskharidus|S|secondary education|среднее образование|Abitur|oppikoulusivistys|10
keskus|S|center|центр|Zentrum|keskus|10
kodakondsus|S|citizenship|гражданство|Staatsbürgerschaft|kanslaisuus|10
kokk|S|cook, chef|повар|Koch|kokki|10|PROFESSION
koristaja|S|cleaner|уборщик, уборщица|Putzfrau, Putzmann|siivooja|10|PROFESSION
kordama|V|repeat, review|повторять|wiederholen|kerrata|10
kuulutus|S|advertisement|объявление|Werbung, Ankündigung|mainos|10
kuurort|S|resort|курорт|Kurort|kylpylä, spa|10
kutsekool|S|vocational school|проф. техн. училище|Berufsschule|ammatikoulu|10
kõne|S|call, speech|разговор, речь|Gespräch, Rede|puhe|10
kõrgharidus||higher education|высшее образование|Hochschulausbildung|akateeminen sivistys|10
lapsehoidja|S|babysitter|няня|Babysitter|lastenhoitaja|10|PROFESSION
leidma|V|to find|найти|finden|löytää|10
lõpetama|V|to end|заканчивать|beenden, abschließen|lopettaa|10
magistriõpe|S|MA studies|магистратура|Magisterstudium|maisterinkoulutus|10
majakas|S|light house|маяк|Leuchtturm|majakka|10
medõde|S|nurse|медсестра|Krankenschwester|sairaanhoitaja|10|PROFESSION
mitmes|Pron
müüja|S|salesperson|продавец, продавщица|Verkäufer, Verkäuferin|myyjä|10|PROFESSION
müüma|V|to sell|продавать|verkaufen|myydä|10
nali|S|joke|шутка|Witz|vitsi|10
nõnda|Adv|so|так|so, also|niin, näin, noin, siten|10
ostma|V|to buy|купить, покупать|kaufen|ostaa|10
otsima|V|to look for|искать|suchen|hakea|10
pakkuma|V|to offer, to provide|предлагать|anbieten|tarjota|10
palk|S|salary|заработная плата|Gehalt|palkka|10|JOB
papagoi|S|parrot|попугай|Papagei|papukaija|10
politsei|S|police|полиция|Polizei|poliisi|10
politseinik|S|policeman|полицейский|Polizist|poliisimies|10|PROFESSION
pood|S|store, shop|магазин|Geschäft, Laden|puoti|10
pommitama|V|to bomb|бомбить|bombardieren|pommittaa|10
postiljon|S|mailman|почтальон|Briefträger, Briefträgerin|postilijooni|10|PROFESSIONpõllumees|farmer|земледелец|Landwirt|maanviljelijä|10|PROFESSION
raamatupidaja|S|accountant|бухгалтер|Buchhalter, Buchhalterin|kirjanpitäjä|10|PROFESSION
rahvusvaheline|A|international|международный|international|kansainvälinen|10
restoran|S|restaurant|ресторан|Restaurant|ravintola|10
sekretär|S|secretary|секретарь|Sekretär, Sekretärin|sihteeri|10|PROFESSION
suurepärane|A|wonderful, great|великолепный|wunderbar|erinomainen|10
tähtpäev|S|holiday|знаменaтельная дата|Feiertag|merkkipäivä|10
turvamees|S|security guard|охранник|Wachmann|turvamies|10|PROFESSION
tõlk|S|interpreter|переводчик, переводчица|Dolmetscher, Dolmetscherin|tulkki, kielenkääntäjä|10|PROFESSION
töökuulutus|S|work advertisement|объявление о работе|Stellenangebot|työpaikkailmoitus|10|JOB
vajama|V|to need|нуждаться|brauchen|tarvita|10
vaja olema|MWE|to need|быть нужным, понадобиться|brauchen|tarvita|10
varem|Adv|earlier|раньше|früher|aikaisemmin, ennen|10
välismaa|
võidupüha|S|Victory Day|День победы|Siegesfeiertag|voitonpäivä|10
õnnelik|A|happy|счастливый|glücklich|onnellinen|10
ärimees|S|businessman|бизнесмен|Geschäftsmann|liikemies|10|PROFESSION
ülestõusmispüha||Easter|Пасха|Ostern|pääsiäinen|10
allahindlus|S|discount, sale|скидка, распродажа|Preisnachlass|alennusmyynti, ale|11
ananass|S|pineapple|ананас|Ananas|ananas|11|FOOD
apelsin|S|orange|апельсин|Orange|appelsiini|11|FOOD
arbuus|S|watermelon|арбуз|Wassermelone|vesimeloni|11|FOOD
gramm|S|gram|грамм|Gramm|gramma|11
hapu|A|sour|кислый|sauer|hapan|11
hernes|S|pea|горох|Erbse|herne|11
hind|S|price|цена|Preis|hinta|11
iialgi|Adv|never|никогда|niemals|ikinä|11
inetu|A|ugly|некрасивый|hässlich|ruma|11
isegi|Adv|even|даже|sogar, selbst|jopa, vieläpä|11
just|Adv|just|как раз, только что|gerade, eben, genau|aivan, ihan, juuri|11
juurvili|S|vegetable, root vegetable|овощ|Gemüse, Wurzelgemüse|juurekset|11
juust|S|cheese|сыр|Käse|juusto|11|FOOD
jäätis|S|ice cream|мороженое|Eis|jäätelö|11|FOOD
kaalikas|S|turnip|брюква|Steckrübe|lanttu|11|FOOD
kaaluma|V|to weigh|взвешивать|wiegen|painaa|11
kaasa võtma|MWE|to take with|брать с собой|mitnehmen|ottaa mukaan|11
kaer|S|oats|овес|Hafer|kaura|11
kahju|S|unfortunate|жаль|schade|haitta, tappio|11
kallis|A|expensive|дорогой|teuer|kallis|11
kana|S|chicken|курица|Hähnchen|kana|11|FOOD
kapsas|S|cabbage|капуста|Kohl|kaali|11|FOOD
karp|S|box|коробка|Schale|rasia, lipas|11
kartul|S|potato|картофель|Kartoffel|peruna|11|FOOD
kast|S|box, crate|ящик|Kiste, Kasten|laatikko|11
kasu|S|benefit, profit|польза|Vorteil, Nutzen|hyöty|11
kasulik|A|useful|полезный|nützlich|hyödyllinen|11
kaup|S|purchase, goods|товар|Ware|tavara, kauppa|11
keefir|S|kefir|кефир|Kefir|kefiiri|11|DRINK
keskmine|A|middle|средний|mittlerer, mittlere, mittleres|keski, keskimmäinen|11
ketšup|S|ketchup|кетчуп|Ketchup|ketsuppi|11|FOOD
kilekott|S|plastic bag|пластикатовый пакет|Plastiktasche|muovipussi|11
kilo|S|kilogram|килограмм|Kilo|kilo|11
kirja panema|MWE|write down|записывать|aufschreiben|kirjoittaa muistiin|11
kodujuust|S|cottage cheese|домашний творог|Hüttenkäse|kotijuusto|11|FOOD
kohupiim|S|curds|творог|Quark|maitorahka, rahka|11|FOOD
kole|A|ugly|страшный, ужасный|hässlich|kauhea, kamala|11kokku|total|всего|zusammen|yhteen, kokoon|11
komm|S|candy|конфета|Bonbon|karkki|11
koor|S|cream, coffee cream|сливки|Sahne|kerma, kahvikerma|11
kuri|A|angry|злой|böse|ilkeä|11
kurk|S|cucumber|огурец|Gurke|kurkku|11|FOOD
kõigepealt|Adv|first of all|сначала|erstens, zuallererst|ennen kaikkea|11
köögivili|S|vegetable|овощ|Gemüse|kasvikset|11|FOOD
küpsis|S|cookie|печенье|Keks|keksi|11|FOOD
küüslauk|S|garlic|чеснок|Knoblauch|valkosipuli|11
lillkapsas|S|цветная капуста|Blumenkohl|kukkakaali|11|FOOD
liha|S|meat|мясо|Fleisch|liha|11|FOOD
loodus|S|nature|природа|Natur|luonto|11
lubama|V|to allow|разрешать|erlauben, versprechen|luvata|11
maasikas|S|strawberry|клубника|Erdbeere|mansikka|11|FOOD
magus|A|sweet|сладкий|süß|makea|11
mahtuma|V|to fit|вмещаться|passen|mahtua|11
maitsev|A|delicious, tasty|вкусный|lecker, schmackhaft|maukas|11
makaron|S|noodles|макароны|Nudeln|makaroni|11|FOOD
mandariin|S|mandarin|мандарин|Mandarine|mandariini|11|FOOD
mõni| Pron
mõtlema|V|to think|думать|denken|ajatella|11
müük|S|sale|продажа|Verkauf|myynti|11
nimekiri|S|list|список|Liste|luettelo, lista|11
odav|A|cheap|дешёвый|billig|halpa|11
ost|S|purchase|покупка|Einkauf|osto, ostos|11
otsas olema|MWE|finished|закончилось|aus sein, leer sein|loppua|11
pakend|S|package|пакет, упаковка|Verpackung|pakkaus|11
pakk|S|package|пачка, пакет|Paket|paketti|11
peet|S|beet root|свёкла|Rote Beete|punajuuri|11|FOOD
pipar|S|pepper|перец|Pfeffer|pippuri|11
porgand|S|carrot|морковка|Karotte|porkkana|11|FOOD
proovima|V|to try|пробовать|probieren|kokeilla|11
pudel|S|bottle|бутылка|Flasche|pullo|11
puhas|A|clean|чистый|sauber|puhdas|11
purk|S|jar|банка|Glas|purkki, tölkki|11
puuvili|S|fruit|фрукт|Obst|hedelmä|11|FOOD
pähkel|S|nut|орех|Nuss|pähkinä|11|FOOD
päästma|V|to save|спасать|retten|pelastaa|11
rohkem|Adv|more|больше|mehr|enemmän|11
rohkem|A|more|больше|mehr|enemmän|11
sepik|S|whole wheat bread|пшеничный хлеб|Vollkornmischbrot|hiivaleipä|11|FOOD
sibul|S|onion|лук|Zwiebel|sipuli|11|FOOD
sidrun|S|lemon|лимон|Zitrone|sitruuna|11|FOOD
seen|S|mushroom|гриб|Pilz|sieni|11|FOOD
silt|S|label, tag, sign|табличка, этикетка|Schild|taulu, kyltti|11
soodus|A|discount|льготный|günstig|tarjous|11
sool|S|salt|соль|Salz|suola|11
säästma|V|to save|экономить|sparen|säästää|11
šokolaad|S|chocolate|шоколад|Schokolade|suklaa|11|FOOD
tasu|S|reward, fee, charge|плата, оплата|Belohnung, Gebühr|maksu, palkkio|11
tervislik|A|healthy|здоровый|gesund|terveellinen|11
toit|S|food|пища, еда|Essen|ruoka|11
toitumine|S|nutrition|питание|Ernährung|ravinto, ravitsemus|11
tomat|S|tomato|помидор, томат|Tomate|tomaatti|11|FOOD
turg|S|market|рынок, базар|Markt|tori|11
tükk|S|piece|штука, кусок|Stück|pala|11
uba|S|bean|боб, фасоль|Bohne|papu|11|FOOD
varsti|Adv|soon|скоро|bald|pian|11vastu|against|против|gegen|vastaan|11
veidi|Adv|a little|немного|wenig|vähän|11
viinamari|S|grape|виноград|Weintraube|viinirypäle, rypäle|11|FOOD
viiner|S|frankfurter|сосиска|Wiener Würstchen|nakki|11|FOOD
võrdlema|V|to compare|сравнивать|vergleichen|verrata|11
vähem|V|less|меньше|weniger|vähemmän|11
õli|S|oil|масло|Öl|öljy|11
äädikas|S|vinegar|уксус|Essig|etikka|11
üldse|Adv|at all|вообще|wirklich|yleensä|11
aine|S|ingredient|продукт|Zutat|aine|12
ammu|Adv|a long time ago|давно|vor langer Zeit|ammoin|12
arve|S|bill, check|счёт|Rechnung|lasku|12
avama|V|to open|открывать|öffnen|avata|12
baar|S|bar|бар|Bar, Kneipe|baari|12
edasi|Adv|forward|дальше|weiter|eteenpäin|12
forell|S|trout|форель|Forelle|purotaimen|12|FOOD, FISH
hamburger|S|hamburger|гамбургер|Hamburger|hampurilainen|12|FOOD
heeringas|S|herring|селёдка|Hering|silli|12|FOOD, FISH
hääl|S|voice|голос|Stimme|ääni|12
ikka|Adv|still|по-прежнему|wirklich|aina|12
jutt|S|story|разговор, рассказ|Geschichte, Erzählung|puhe, keskustelu, juttu|12
kaneel|S|cinnamon|корица|Zimt|kaneli|12
kann|S|kettle, teapot|кувшин|Kanne|kannu, kaadin|12
kapp|S|cupboard, wardrobe|шкаф|Schrank|kaappi|12
kasutama|V|to use|использовать|benutzen|käyttää|12
keema|V|to boil|кипеть|kochen|keittää|12
kilu|S|sprat|килька|Sprotte, Breitling|anjovis, kilohaili|12|FOOD, FISH
kinni panema|MWE|to close|закрыть|schließen|sulkea|12
kinni panema|MWE|to book|резервировать|reservieren|varata|12
kokk|S|cook, chef|повар|Koch|kokki|12|PROFESSION
kokku saama|MWE|to meet|встречаться|sich treffen|kokoontua|12
kringel|S|sweet pretzel|крендель|süßes Gebäck|rinkeli|12|FOOD
kutsuma|V|to invite|приглашать|einladen|kutsua|12
kuulus|A|famous|Известный|berühmt|kuuluisa|12
kõht|S
külaline|S|guest|гость|Gast|vieras|12
külastaja|S|guest, visitor|посетитель|Besucher|vieras|12
lahti tegema|MWE|to open|открывать|öffnen|avata|12
loomulikult|Adv|of course|естественно|natürlich|tietysti|12
lõhe|S|salmon|лосось|Lachs|lohi|12|FOOD, FISH
mari|S|berry|ягода|Beere|marja|12
mustikas|S|blueberry|черника|Heidelbeere|mustikka|12|FOOD
mõnus|A|pleasant, cosy|приятный|angenehm|mukava|12
näitama|V|to show|показывать|zeigen|näyttää|12
nälg|S|hunger|голод|Hunger|nälkä|12
praad|S|main course|жаркое|Hauptgericht|paisti|12|FOOD
puhas|A|clean|чистый|sauber|puhdas|12
seekord|Adv|this time|на этот раз|diesmal|tällä kertaa|12
seltskond|S|company, party|компания|Gesellschaft|seura, seurue|12
sulgema|V|to close|закрывать|schließen|sulkea|12
taim|S|plant, herb|растение|Pflanze|kasvi|12
taimetoit|S|vegetarian food|вегетарианская пища|vegetarisches Essen|kasvisruoka|12
tasuta|A|free of charge|бесплатно|kostenlos|ilmaiseksi|12
tellima|V|to order|заказывать|bestellen|tilata|12
tikker|S|gooseberry|крыжовник|Stachelbeere|karviainen|12
tähistama|V|to celebrate|праздновать|feiern|viettää, merkitä|12
tähtis|A|important|важный|wichtig|tärkeä|12
täis|A|full|полный|voll|täysi|12
tühi|A|empty|пустой|leer|tyhjä|12
vaarikas|S|raspberry|малина|Himbeere|vadelma|12|FOOD
vahukoor|S|whipped cream|взбитые сливки|Schlagsahne|kermavaahto|12|FOOD
valama|V|to pour|наливать|einschütten|kaataa|12
valik|S|choice|выбор|Auswahl, Wahl|valinta|12
valima|V|to choose|выбирать, избирать|wählen|valita|12
vanill|S|vanilla|ваниль|Vanille|vanilja|12
vein|S|wine|вино|Wein|viini|12|DRINK
värske|A|fresh|свежий|frisch|tuore|12
väsinud|A|tired|усталый|müde|väsynyt|12
õlu|S|beer|пиво|Bier|olut|12|DRINK
üllatus|S|surprise|сюрприз|Überraschung|yllätys|12
ahi|S|oven, stove|печь|Ofen|uuni|13
elamu|S|dwelling house|жилой дом, жильё|Wohnhaus|asuintalo|13
eraldi|Adv|separate|отдельно|separat|erillinen|13
eraldi|S|separate|отдельно|separat|erillinen|13
hoone|S|building|здание|Gebäude|rakennus|13
hoopis|Adv|completely|совсем, совершенно|beträchtlich, ganz|täysin|13
huvitama|V|to interest|интересовать|interessieren|kiinnostaa|13
igav|A|boring|скучный|langweilig|ikävä|13
järjekord|S|line, queue, order|очередь|Reihe, Schlange|jono, järjestys|13
kamin|S|fireplace|камин|Kamin|takka|13
kapp|S|cupboard, wardrobe|шкаф|Schrank|kaappi|13
katki|Adv|broken|сломанный|kaputt|rikki|13
katus|S|roof|крыша|Dach|katto|13
keetma|V|to cook, boil|варить, готовить|kochen|keittää|13
kelder|S|basement|подвал, погреб|Keller|kellari|13
kiitma|V|to praise|хвалить|loben|kehua|13
kinnisvara|S|real estate|недвижимость|Immobilien|kiinteistö|13
klaver|S|piano|рояль, пианино|Klavier|piano|13
kolima|V|to move|переезжать|umziehen|muuttaa|13
korralik|A|tidy, proper|аккуратный|ordentlich|asiallinen|13
korrus|S|floor, storey|этаж|Stockwerk|kerros|13
korsten|S|chimney|труба|Schornstein|savupiippu|13
kuningas|S|king|король|König|kuningas|13
kõrval|Adv|next to|рядом|daneben|vieressä|13
küte|S|heating|отопление|Heizung|lämmitys|13
kütma|V|to heat|топить|heizen|lämmittää|13
lagi|S|ceiling|потолок|Decke|katto|13
liiv|S|sand|песок|Sand|hiekka|13
läbi saama|MWE|to get on with|ладить|zurecht kommen|tulla toimeen|13
male|S|chess|шахматы|Schach|shakki|13
mugav|A|comfortable|удобный|bequem|mukava|13
muu|Pron|other, others|иное, прочее|sonstige, sonstiges|muu|13
mööbel|S|furniture|мебель|Möbel|huonekalu|13
naaber|S|neighbour, neighbor|сосед|Nachbar|naapuri|13
nõud| X|dishes|посуда|Geschirr|astia|13
nõu|S
ohtlik|A|dangerous|опасный|gefährlich|vaarallinen|13
oluline|A|important|важный|bedeutsam, wichtig|olennainen|13
omanik|S|owner|владелец|Eigentümer|omistaja|13
peaaegu|Adv|almost|почти|fast|lähes|13
parandama|V|to repair|ремонтировать|reparieren, ausbessern|korjata|13
pesu|S|laundry, underwear|белье|Wäsche|pyykki, alusvaatteet|13
pesumasin|S|washing machine|стиральная машина|Waschmaschine|pesukone|13
piir|S|boarder|граница|Grenze|raja|13
pliit|S|cooking range|плита|Herd|liesi|13pooleli|unfinished|наполовину|halbfertig|puolittain|13
puudus|S|disadvantage|недостаток|Nachteil|puute|13
põrand|S|floor|пол|Fußboden|lattia|13
rahulik|A|peaceful|спокойный|ruhig, friedlich|rauhallinen|13
rajoon|S|district, neighborhood|район|Bezirk|asuinalue, alue|13
remont|S|renovation|ремонт|Renovierung|remontti|13
rida|S|row|ряд|Reihe|rivi|13
rõdu|S|balcony|балкон|Balkon|parveke|13
saun|S|sauna|сауна|Sauna|sauna|13
sein|S|wall|стена|Wand|seinä|13
sisse kolima|MWE|to move in|въезжать|einziehen|muuttaa asuntoon, muuttaa|13
suits|S|smoke|дым|Rauch|savu|13
suitsetama|V|to smoke|курить|rauchen|tupakoida|13
tagasihoidlik|A|modest, shy|скромный|zurückhaltend|vaatimaton|13
talu|S|farm, farmstead|хутор|Bauernhof|maatila|13
teatama|V|to inform|сообщать|benachrichtigen|tiedottaa, ilmoittaa|13
tooma|V|to bring|приносить|bringen, holen|tuoda|13
trepikoda|S|stairwell|подъезд|Treppenhaus|porraskäytävä|13
trepp|S|staircase|лестница, крыльцо|Treppe|porras|13
vaade|S|view|вид|Aussicht, Ausblick|näköala, näkymä|13
vaikne|A|silent, quiet|тихий|ruhig, leise|hiljainen|13
valgus|S|light|свет|Licht|valo|13
valjusti|Adv|aloud|громко|laut|kuuluvasti|13
vihane|A|angry|злой|böse|vihainen|13
viima|V|to take somewhere|нести, вести|bringen, holen|viedä|13
viisakalt|Adv|politely|вежливо|höflich|kohteliaasti|13
voodi|S|bed|кровать, постель|Bett|sänky|13
välisuks|S|front door|парадная дверь|Haustür|väliovi|13
värvima|V|to paint|красить|färben|maalata|13
ühendus|S|connection|соединение, связь|Verbindung|yhteys|13
üürima|V|to rent|снимать в аренду|mieten|vuokrata|13
üürnik|S|tenant|квартиросъемщик|Mieter|vuokralainen|13
akulaadija|S|charger|зарядное устройство|Ladegerät|laturi|14
alumine|A|lower|нижний|niedriger|alempi|14
erinev|A|different|различный|verschieden|erilainen|14
