elukaaslane|partner|спутник жизни|Lebensgefährte, Lebensgefährtin|elämänkumppani|7hakkama|to begin, to start doing|начинать|anfangen|ryhtyä, ruveta|7
heidavad magama|they go to sleep|ложатся спать|sie gehen schlafen|menevät nukkumaan|7
hiir|mouse|мышь|Maus|hiiri|7
imelik|strange|странный|seltsam|ihmeellinen|7
juurde|to|к|zu|luokse|7
juust|cheese|сыр|Käse|juusto|7
kasvama|to grow|расти|wachsen|kasvaa|7
kingitus|gift, present|подарок|Geschenk|lahja|7
kinkima|to make a gift|подарить|schenken|antaa lahja|7
kirss|cherry|вишня|Kirsche|kirsikka|7
korras|in order|в порядке|in Ordnung|kunnossa|7
köök|kitchen|кухня|Küche|keittiö|7
lahutatud|divorced|разведен|geschieden|eronnut|7
lapselaps|grandchild|внук, внучка|Enkelkind|lapsenlapsi|7
lasteaed|preschool|детский сад|Kindergarten|lastentarha|7
laul|song|песня|Lied|laulu|7
läbi|through|после, сквозь, через|durch, über, nach|läpi, lävitse|7
magama|to sleep|спать|schlafen|nukkua|7
mesi|honey|мёд|Honig|hunaja|7
mesilane|bee|пчела, пчёлка|Biene|mehiläinen|7
mesipuu|beehive|улей|Bienenstock|mehiläispönttö|7
naer|laughter|смех, хохот|Gelächter|nauru|7
noor|young|молодой, юный|jung|nuori|7
närima|to gnaw|грызть, обгрызать,|nagen, kauen|nakertaa|7
onu|uncle|дядя|Onkel|setä|7
pidama|to have to, must|должен, быть обязанным|müssen|pitää|7
pidu|party|праздник|Fest|juhla, juhlat|7
pirn|pear|груша|Birne|päärynä|7
pulm|wedding|свадьба|Hochzeit|häät|7
pärast|after|потом, через, спустя|nach, danach|jälkeen|7
pärima|to ask a question|спрашивать|fragen|kysyä|7
saama|to be able to|получать, приобретать|können, erreichen, bekommen|voida, pystyä, saada|7
sugulane|relative|родственник, родственница|Verwandte, Verwandter|sukulainen|7
surema|to die|умереть, скончаться|sterben|kuolla|7
surnud|dead|умер|tot|kuollut|7
taga|behind|позади|hinter|takana|7
tädi|aunt|тётя|Tante|täti|7
tähendama|to mean|означать|bedeuten|tarkoittaa|7
vallaline|single|неженатый, холостой|ledig|naimaton, sinkku|7
vanus|age|возраст|Alter|ikä|7
õnneks|fortunately|к счастью|glücklicherweise|onneksi|7
õu|yard|двор|Hof|piha|7
äi|father-in-law|свёкор, тесть|Schwiegervater|appi|7
ämm|mother-in-law|свекровь, тёща|Schwiegermutter|anoppi|7
öö läbi|all night long|всю ночь|die ganze Nacht|koko yön|7
aitama|to help|помогать|helfen|auttaa|8
arvuti|computer|компьютер|Computer|tietokone|8
asi|thing|вещ, дело|Sache|asia|8
eksam|exam|экзамен|Prüfung, Klausur|tutkinto, tentti, koe|8
enne|before|до|vor, bevor|ennen|8
film|movie|фильм|Film|elokuva|8
huvi|interest|интерес|Interesse|kiinnostus|8
jalgpall|football|футбол|Fußball|jalkapallo|8
jõusaal|fitness club, gym|тренажёрный зал|Fitnessstudio|kuntosali|8
kala|fish|рыба|Fisch|kala|8
kindlasti|for sure|обязательно|sicher, bestimmt|varmasti|8
kino|cinema|кинотеатр, кино|Kino|elokuvateatteri|8
kirik|church|церковь|Kirche|kirkko|8
kogu|all|весь, целый|alle, ganz|koko, kokonainen|8
kohtuma|to meet|встречаться|sich treffen, treffen|tavata|8
kontsert|концерт|Konzert|konsertti|8
koor|choir|хор|Chor|kuoro|8
koristama|to clean|убирать|putzen, aufräumen|siivota|8
korvpall|basketball|баскетбол|Basketball|koripallo|8
kuulama|to listen|слушать|zuhören, anhören|kuunnella|8
kuulma|to hear|слышать|hören|kuulla|8
kuupäev|date|дата, число|Datum|päivämäärä|8
lihtne|simple|простой|einfach|helppo|8
liiga|too, too much|слишком|zu, zu viel|liian|8
lõuna|lunch; south|обед; юг|Mittagessen; Süden|päivällinen; etelä|8
midagi|something|что-нибудь|etwas|jotakin|8
mitu korda?|how many times?|сколько раз?|wieviel Mal?|kuinka monta kertaa?|8
muusika|music|музыка|Musik|musiikki|8
mõnikord|sometimes|иногда|manchmal|joskus|8
mängima|to play|играть|spielen|pelata|8
nägema|to see|видеть, смотреть|sehen|nähdä|8
ootama|to wait|подождать|warten|odottaa|8
parem|rather|лучше|eher, besser|parempi, mieluummin|8
puhkepäev|day off|выходной день|Ruhetag|lepopäivä|8
saal|hall|зал|Saal|sali|8
seepärast|therefore|потому что|deshalb|sen takia, siksi|8
sportlik|athletic|спортивный|sportlich|urheilullinen|8
suusatama|to ski|кататься на лыжах|Skifahren|hiihtää|8
sõbranna|female friend|подруга|Freundin|ystävätär|8
teater|theater|театр|Theater|teatteri|8
tegevus|activity|деятельность|Beschäftigung|toiminta|8
tennis|tennis|теннис|Tennis|tennis|8
terve päev|the whole day|целый день|den ganzen Tag|koko päivä|8
trenn|training|тренировка|Training|harjoitus, treeni|8
uisutama|to skate|кататься на коньках|Schlittschuhlaufen|luistaa|8
vaba|free|свободный|frei|vabaa|8
võrkpall|volleyball|волейбол|Volleyball|lentopallo|8
üldiselt|generally|в общем|normalerweise|yleisesti|8
ajaleht|newspaper|газета|Zeitung|sanomalehti|9
andma|to give|давать, вручать|geben|antaa|9
apelsin|orange|апельсин|Orange|appelsiini|9
banaan|banana|банан|Banane|banaani|9
dušš|shower|душ|Dusche|suihku|9
eelmine|previous, last|предыдущий, прошлый|vorherig|edellinen|9
esik|entrance hall|прихожая|Diele|eteinen|9
hambaid pesema|to brush one’s teeth|чистить зубы|Zähne putzen|pestä hampaitaan|9
hammas|tooth|зуб|Zahn|hammas|9
helisema|to ring|звенеть|klingeln|soittaa|9
hommikusöök|завтрак|Frühstück|aamiainen|9
hommikust sööma|to have breakfast|завтракать|frühstücken|syödä aamiaista|9
ilma|without|без|ohne|ilman, vailla|9
jogurt|yogurt|йогурт|Joghurt|jugurtti|9
jooma|to drink|пить|trinken|juoda|9
kahvel|fork|вилка|Gabel|haarukka|9
kauss|bowl|чаша, чашка, миска|Schüssel|kulho|9
klaas|glass|стакан|Glas|lasi|9
keskkool|high school|средняя школа|Oberstufe|oppikoulu|9
king|shoe|ботинок|Schuh|kenkä|9
kinni|closed|закрыт|geschlossen|suljettu|9kohv|coffee|кофе|Kaffee|kahvi|9
kohvik|café|кафе|Café|kahvila|9
kohvimasin|coffee maker|кофеварка|Kaffeemaschine|kahvinkeitin|9
konverents|conference|конференция|Konferenz|kongressi|9
kook|cake|пирожное|Kuchen|leivos, torttu|9
kruus|mug|кружка|Becher|muki|9
kuni|till|до|bis|saakka, asti|9
kähku|quickly|быстро|schnell, rasch|nopeasti|9
lahti|open|открыт|geöffnet|auki|9
leib|bread, dark bread|хлеб|Brot, dunkles Brot|leipä|9
lina|sheet, linen|простыня, лён|Laken, Lein|liina, lakana, pellava|9
lusikas|spoon|ложка|Löffel|lusikka|9
mahl|juice|сок|Saft|mehu, tuoremehu|9
mantel|jacket, coat|пальто|Mantel|takki, päällystakki|9
minevik|the past, past tense|прошлое, прошедшее время|Vergangenheit, Imperfekt|menneisyys, imperfekti|9
mitte kunagi|not ever|никогда|niemals|ei koskaan, ei ikinä|9
moos|jam|варенье|Marmelade|hillo|9
möödunud|last|прошедший, прошлый|vergangen|viime|9
nuga|knife|нож|Messer|veitsi|9
omlett|omelet|омлет|Omelette|munakas|9
paar|pair|пара|Paar|pari|9
panema|to put|класть, положить|stellen, legen, setzen|laitaa, panna|9
pann|pan|сковорода|Pfanne|pannu|9
pesema|to wash|мыть|waschen|pestä|9
pirukas|пирог|Pirogge|piirakka|9
pott|pot|кастрюля|Topf|kattila|9
puder|porridge|каша|Brei|puuro|9
päikesekiir|sun ray|луч солнца|Sonnenstrahl|auringonsäde|9
sai|white bread|булка|Weißbrot|leipä, vehnäleipä|9
salat|salad, lettuce|салат|Salat|salaatti|9
sageli|often|часто|oft|useasti, usein|9
selg|back|спина|Rücken|selkä|9
sink|ham|ветчина|Schinken|kinkku|9
sobima|to fit|подходить, годиться|passen, stimmen|sopia|9
suhkur|sugar|сахар|Zucker|sokeri|9
söök|meal|еда, пища|Mahl, Essen|ateria|9
sööma|to eat|есть, кушать|essen|syödä|9
taldrik|plate|тарелка|Teller|lautanen|9
tass|cup|чашка|Tasse|kuppi|9
tee|tea|чай|Tee|tee|9
tee|road, path|дорога|Straße|tie|9
tekk|blanket|одеяло|Decke|peitto|9
tihti|often|часто|oft|useasti, usein|9
unine|sleepy|сонный|müde|uninen, unelias|9
uudis|piece of news|новость|Neuigkeit|uutinen|9
valmis|ready|готовый|bereit|valmis|9
vannituba|bathroom|ванная|Badezimmer|kylpyhuone|9
veekann|kettle|чайник|Kanne|vesikannu|9
veekeetja|kettle, water boiler|чайник|Wasserkocher|vedenkeitin|9
vesi|water|вода|Wasser|vesi|9
vorst|sausage|колбаса|Wurst|makkara|9
või|butter|масло|Butter|voi|9
võileib|open sandwich|бутерброд|(belegtes) Butterbrot, Butterbrot|voileipä|9
võima|to be able to, to be allowed|мочь|dürfen, können, erlaubt sein|voida, kyetä|9
võtma|to take|брать, взять|nehmen|ottaa|9
äratuskell|alarm clock|будильник|Wecker|herätyskello|9
ajakirjanik|journalist|журналист|Journalist|lehtimies, toimittaja|10alustama|to start|начинать|anfangen|aloittaa, alkaa, ryhtyä|10
amet|profession, position|профессия|Beruf|ammatti, toimi|10
ankeet|form|анкета|Formular|lomake, kyselylomake|10
arst|doctor|врач, доктор|Arzt|lääkäri|10
automehaanik|car mechanic|автомеханик|Automechaniker|automekaanikko|10
bussijuht|bus driver|водитель автобуса|Busfahrer|bussikuljettaja|10
doktoriõpe|PhD studies|докторантура|Doktorat|lääkäriopiskelija|10
ehitama|to build|строить|bauen|rakentaa|10
ehitus|construction site|строительство|Gebäude|rakennus|10
ehk|or|или|oder|ehkä, voi|10
elukutse|profession|профессия|Beruf|ammatti|10
eriala|specialty, field|специальность|Fachrichtung|erikoisala|10
ettekandja|waitress|официантка|Kellnerin|tarjoilija|10
firma|company|фирма|Firma|firma|10
gümnaasium|highschool|гимназия|Gymnasium|lukio|10
haigla|hospital|больница|Krankenhaus|sairaala|10
hambaarst|dentist|зубной врач|Zahnarzt|hammaslääkäri|10
haridus|education|образование|Ausbildung, Bildung|koulutus, sivistys|10
hotell|hotel|отель|Hotel|hotelli|10
infotehnoloog|IT specialist|IT-специалист|Informatiker|informaatioteknologi|10
intervjuu|interview|интервью|Interview|haastattelu|10
iseseisvus|independence|независимость|Unabhängigkeit|itsenäisyys|10
juuksur|hairdresser|парикмахер|Frisör|kampaaja, parturi|10
kauplus|store, shop|магазин|Laden, Geschäft|kauppa|10
kelner|waiter|официант|Kellner|tarjoilija|10
keskharidus|secondary education|среднее образование|Abitur|oppikoulusivistys|10
keskus|center|центр|Zentrum|keskus|10
kodakondsus|citizenship|гражданство|Staatsbürgerschaft|kanslaisuus|10
kokk|cook, chef|повар|Koch|kokki|10
koristaja|cleaner|уборщик, уборщица|Putzfrau, Putzmann|siivooja|10
kordama|repeat, review|повторять|wiederholen|kerrata|10
kuulutus|advertisement|объявление|Werbung, Ankündigung|mainos|10
kuurort|resort|курорт|Kurort|kylpylä, spa|10
kutsekool|vocational school|проф. техн. училище|Berufsschule|ammatikoulu|10
kõne|call, speech|разговор, речь|Gespräch, Rede|puhe|10
kõrgharidus|higher education|высшее образование|Hochschulausbildung|akateeminen sivistys|10
lapsehoidja|babysitter|няня|Babysitter|lastenhoitaja|10
leidma|to find|найти|finden|löytää|10
lõpetama|to end|заканчивать|beenden, abschließen|lopettaa|10
magistriõpe|MA studies|магистратура|Magisterstudium|maisterinkoulutus|10
majakas|light house|маяк|Leuchtturm|majakka|10
medõde|nurse|медсестра|Krankenschwester|sairaanhoitaja|10
mitmes?|which one (number)? which one?|который по счёту?|wievielte? der/die/das wievielte?|kuinka mones?|10
müüja|salesperson|продавец, продавщица|Verkäufer, Verkäuferin|myyjä|10
müüma|to sell|продавать|verkaufen|myydä|10
nali|joke|шутка|Witz|vitsi|10
nõnda|so|так|so, also|niin, näin, noin, siten|10
ostma|to buy|купить, покупать|kaufen|ostaa|10
otsima|to look for|искать|suchen|hakea|10
pakkuma|to offer, to provide|предлагать|anbieten|tarjota|10
palk|salary|заработная плата|Gehalt|palkka|10
papagoi|parrot|попугай|Papagei|papukaija|10
politsei|police|полиция|Polizei|poliisi|10
politseinik|policeman|полицейский|Polizist|poliisimies|10
pood|store, shop|магазин|Geschäft, Laden|puoti|10
pommitama|to bomb|бомбить|bombardieren|pommittaa|10
postiljon|mailman|почтальон|Briefträger, Briefträgerin|postilijooni|10põllumees|farmer|земледелец|Landwirt|maanviljelijä|10
raamatupidaja|accountant|бухгалтер|Buchhalter, Buchhalterin|kirjanpitäjä|10
rahvusvaheline|international|международный|international|kansainvälinen|10
restoran|restaurant|ресторан|Restaurant|ravintola|10
sekretär|secretary|секретарь|Sekretär, Sekretärin|sihteeri|10
suurepärane|wonderful, great|великолепный|wunderbar|erinomainen|10
tähtpäev|holiday|знаменaтельная дата|Feiertag|merkkipäivä|10
turvamees|security guard|охранник|Wachmann|turvamies|10
tõlk|interpreter|переводчик, переводчица|Dolmetscher, Dolmetscherin|tulkki, kielenkääntäjä|10
töökuulutus|work advertisement|объявление о работе|Stellenangebot|työpaikkailmoitus|10
vajama|to need|нуждаться|brauchen|tarvita|10
vaja olema|to need|быть нужным, понадобиться brauchen|tarvita|10
varem|earlier|раньше|früher|aikaisemmin, ennen|10
võidupüha|Victory Day|День победы|Siegesfeiertag|voitonpäivä|10
välismaa|foreign country|заграница|Ausland|ulkomaa|10
õnnelik|happy|счастливый|glücklich|onnellinen|10
ärimees|businessman|бизнесмен|Geschäftsmann|liikemies|10
ülestõusmispüha|Easter|Пасха|Ostern|pääsiäinen|10
allahindlus|discount, sale|скидка, распродажа|Preisnachlass|alennusmyynti, ale|11
ananass|pineapple|ананас|Ananas|ananas|11
apelsin|orange|апельсин|Orange|appelsiini|11
arbuus|watermelon|арбуз|Wassermelone|vesimeloni|11
gramm|gram|грамм|Gramm|gramma|11
hapu|sour|кислый|sauer|hapan|11
hernes|pea|горох|Erbse|herne|11
hind|price|цена|Preis|hinta|11
iialgi|never|никогда|niemals|ikinä|11
inetu|ugly|некрасивый|hässlich|ruma|11
isegi|even|даже|sogar, selbst|jopa, vieläpä|11
just|just|как раз, только что|gerade, eben, genau|aivan, ihan, juuri|11
juurvili|vegetable, root vegetable|овощ|Gemüse, Wurzelgemüse|juurekset|11
juust|cheese|сыр|Käse|juusto|11
jäätis|ice cream|мороженое|Eis|jäätelö|11
kaalikas|turnip|брюква|Steckrübe|lanttu|11
kaaluma|to weigh|взвешивать|wiegen|painaa|11
kaasa võtma|to take with|брать с собой|mitnehmen|ottaa mukaan|11
kaer|oats|овес|Hafer|kaura|11
kahju|unfortunate|жаль|schade|haitta, tappio|11
kallis|expensive|дорогой|teuer|kallis|11
kana|chicken|курица|Hähnchen|kana|11
kapsas|cabbage|капуста|Kohl|kaali|11
karp|box|коробка|Schale|rasia, lipas|11
kartul|potato|картофель|Kartoffel|peruna|11
kast|box, crate|ящик|Kiste, Kasten|laatikko|11
kasu|benefit, profit|польза|Vorteil; Nutzen|hyöty|11
kasulik|useful|полезный|nützlich|hyödyllinen|11
kaup|purchase, goods|товар|Ware|tavara, kauppa|11
keefir|kefir|кефир|Kefir|kefiiri|11
keskmine|middle|средний|mittlerer, mittlere, mittleres|keski, keskimmäinen|11
ketšup|ketchup|кетчуп|Ketchup|ketsuppi|11
kilekott|plastic bag|пластикатовый пакет|Plastiktasche|muovipussi|11
kilo|kilogram|килограмм|Kilo|kilo|11
kirja panema|write down|записывать|aufschreiben|kirjoittaa muistiin|11
kodujuust|cottage cheese|домашний творог|Hüttenkäse|kotijuusto|11
kohupiim|curds|творог|Quark|maitorahka, rahka|11
kole|ugly|страшный, ужасный|hässlich|kauhea, kamala|11kokku|total|всего|zusammen|yhteen, kokoon|11
komm|candy|конфета|Bonbon|karkki|11
koor|cream, coffee cream|сливки|Sahne|kerma, kahvikerma|11
kuri|angry|злой|böse|ilkeä|11
kurk|cucumber|огурец|Gurke|kurkku|11
kõigepealt|first of all|сначала|erstens, zuallererst|ennen kaikkea|11
köögivili|vegetable|овощ|Gemüse|kasvikset|11
küpsis|cookie|печенье|Keks|keksi|11
küüslauk|garlic|чеснок|Knoblauch|valkosipuli|11
lillkapsas|цветная капуста|Blumenkohl|kukkakaali|11
liha|meat|мясо|Fleisch|liha|11
loodus|nature|природа|Natur|luonto|11
lubama|to allow|разрешать|erlauben; versprechen|luvata|11
maasikas|strawberry|клубника|Erdbeere|mansikka|11
maasikaid|11
magus|sweet|сладкий|süß|makea|11
mahtuma|to fit|вмещаться|passen|mahtua|11
maitsev|delicious, tasty|вкусный|lecker, schmackhaft|maukas|11
makaron|noodles|макароны|Nudeln|makaroni|11
mandariin|mandarin|мандарин|Mandarine|mandariini|11
mõned|some|некоторые|einige|muutamat|11
mõtlema|to think|думать|denken|ajatella|11
müük|sale|продажа|Verkauf|myynti|11
nimekiri|list|список|Liste|luettelo, lista|11
odav|cheap|дешёвый|billig|halpa|11
ost|purchase|покупка|Einkauf|osto, ostos|11
otsas olema|finished|закончилось|aus sein, leer sein|loppua|11
pakend|package|пакет, упаковка|Verpackung|pakkaus|11
pakk|package|пачка, пакет|Paket|paketti|11
peet|beet root|свёкла|Rote Beete|punajuuri|11
pipar|pepper|перец|Pfeffer|pippuri|11
porgand|carrot|морковка|Karotte|porkkana|11
proovima|to try|пробовать|probieren|kokeilla|11
pudel|bottle|бутылка|Flasche|pullo|11
puhas|clean|чистый|sauber|puhdas|11
purk|jar|банка|Glas|purkki, tölkki|11
puuvili|fruit|фрукт|Obst|hedelmä|11
pähkel|nut|орех|Nuss|pähkinä|11
päästma|to save|спасать|retten|pelastaa|11
rohkem|more|больше|mehr|enemmän|11
sepik|whole wheat bread|пшеничный хлеб|Vollkornmischbrot|hiivaleipä|11
sibul|onion|лук|Zwiebel|sipuli|11
sidrun|lemon|лимон|Zitrone|sitruuna|11
seen|mushroom|гриб|Pilz|sieni|11
silt|label, tag, sign|табличка, этикетка|Schild|taulu, kyltti|11
soodus|discount|льготный|günstig|tarjous|11
sool|salt|соль|Salz|suola|11
säästma|to save|экономить|sparen|säästää|11
šokolaad|chocolate|шоколад|Schokolade|suklaa|11
tasu|reward, fee, charge|плата, оплата|Belohnung, Gebühr|maksu, palkkio|11
tervislik|healthy|здоровый|gesund|terveellinen|11
toit|food|пища, еда|Essen|ruoka|11
toitumine|nutrition|питание|Ernährung|ravinto, ravitsemus|11
tomat|tomato|помидор, томат|Tomate|tomaatti|11
turg|market|рынок, базар|Markt|tori|11
tükk|piece|штука, кусок|Stück|pala|11
uba|bean|боб, фасоль|Bohne|papu|11
varsti|soon|скоро|bald|pian|11vastu|against|против|gegen|vastaan|11
veidi|a little|немного|wenig|vähän|11
viinamari|grape|виноград|Weintraube|viinirypäle, rypäle|11
viiner|frankfurter|сосиска|Wiener Würstchen|nakki|11
võrdlema|to compare|сравнивать|vergleichen|verrata|11
vähem|less|меньше|weniger|vähemmän|11
õli|oil|масло|Öl|öljy|11
äädikas|vinegar|уксус|Essig|etikka|11
üldse|at all|вообще|wirklich|yleensä|11
aine|ingredient|продукт|Zutat|aine|12
ammu|a long time ago|давно|vor langer Zeit|ammoin|12
arve|bill, check|счёт|Rechnung|lasku|12
avama|to open|открывать|öffnen|avata|12
baar|bar|бар|Bar, Kneipe|baari|12
edasi|forward|дальше|weiter|eteenpäin|12
forell|trout|форель|Forelle|purotaimen|12
hamburger|hamburger|гамбургер|Hamburger|hampurilainen|12
heeringas|herring|селёдка|Hering|silli|12
hääl|voice|голос|Stimme|ääni|12
ikka|still|по-прежнему|wirklich|aina|12
jutt|story|разговор, рассказ|Geschichte, Erzählung|puhe, keskustelu, juttu|12
kaneel|cinnamon|корица|Zimt|kaneli|12
kann|kettle, teapot|кувшин|Kanne|kannu, kaadin|12
kapp|cupboard, wardrobe|шкаф|Schrank|kaappi|12
kasutama|to use|использовать|benutzen|käyttää|12
keema|to boil|кипеть|kochen|keittää|12
kilu|sprat|килька|Sprotte, Breitling|anjovis, kilohaili|12
kinni panema|to close|закрыть|schließen|sulkea|12
kinni panema|to book|резервировать|reservieren|varata|12
kokk|cook, chef|повар|Koch|kokki|12
kokku saama|to meet|встречаться|sich treffen|kokoontua|12
kringel|sweet pretzel|крендель|süßes Gebäck|rinkeli|12
kutsuma|to invite|приглашать|einladen|kutsua|12
kuulus|Известный|berühmt|kuuluisa|12
kõik|all, everybody|все|alle|kaikki|12
kõik|all|всё|alles|kaikki|12
kõht|belly, stomach|живот|Bauch|vatsa|12
külaline|guest|гость|Gast|vieras|12
külastaja|guest, visitor|посетитель|Besucher|vieras|12
lahti tegema|to open|открывать|öffnen|avata|12
loomulikult|of course|естественно|natürlich|tietysti|12
lõhe|salmon|лосось|Lachs|lohi|12
mari|berry|ягода|Beere|marja|12
mustikas|blueberry|черника|Heidelbeere|mustikka|12
mõnus|pleasant, cosy|приятный|angenehm|mukava|12
näitama|to show|показывать|zeigen|näyttää|12
nälg|hunger|голод|Hunger|nälkä|12
praad|main course|жаркое|Hauptgericht|paisti|12
puhas|clean|чистый|sauber|puhdas|12
seekord|this time|на этот раз|diesmal|tällä kertaa|12
seltskond|company, party|компания|Gesellschaft|seura, seurue|12
sulgema|to close|закрывать|schließen|sulkea|12
taim|plant, herb|растение|Pflanze|kasvi|12
taimetoit|vegetarian food|вегетарианская пища|vegetarisches Essen|kasvisruoka|12
tasuta|free of charge|бесплатно|kostenlos|ilmaiseksi|12
tellima|to order|заказывать|bestellen|tilata|12
tikker|gooseberry|крыжовник|Stachelbeere|karviainen|12
tähistama|to celebrate|праздновать|feiern|viettää, merkitä|12
tähtis|important|важный|wichtig|tärkeä|12
täis|full|полный|voll|täysi|12
tühi|empty|пустой|leer|tyhjä|12
vaarikas|raspberry|малина|Himbeere|vadelma|12
vahukoor|whipped cream|взбитые сливки|Schlagsahne|kermavaahto|12
valama|to pour|наливать|einschütten|kaataa|12
valik|choice|выбор|Auswahl, Wahl|valinta|12
valima|to choose|выбирать, избирать|wählen|valita|12
vanill|vanilla|ваниль|Vanille|vanilja|12
vein|wine|вино|Wein|viini|12
värske|fresh|свежий|frisch|tuore|12
väsinud|tired|усталый|müde|väsynyt|12
õlu|beer|пиво|Bier|olut|12
üllatus|surprise|сюрприз|Überraschung|yllätys|12
ahi|oven, stove|печь|Ofen|uuni|13
elamu|dwelling house|жилой дом, жильё|Wohnhaus|asuintalo|13
eraldi|separate|отдельно|separat|erillinen|13
hoone|building|здание|Gebäude|rakennus|13
hoopis|completely|совсем, совершенно|beträchtlich, ganz|täysin|13
huvitama|to interest|интересовать|interessieren|kiinnostaa|13
igav|boring|скучный|langweilig|ikävä|13
järjekord|line, queue, order|очередь|Reihe, Schlange|jono, järjestys|13
kamin|fireplace|камин|Kamin|takka|13
kapp|cupboard, wardrobe|шкаф|Schrank|kaappi|13
katki|broken|сломанный|kaputt|rikki|13
katus|roof|крыша|Dach|katto|13
keetma|to cook, boil|варить, готовить|kochen|keittää|13
kelder|basement|подвал, погреб|Keller|kellari|13
kiitma|to praise|хвалить|loben|kehua|13
kinnisvara|real estate|недвижимость|Immobilien|kiinteistö|13
klaver|piano|рояль, пианино|Klavier|piano|13
kolima|to move|переезжать|umziehen|muuttaa|13
korralik|tidy, proper|аккуратный|ordentlich|asiallinen|13
korrus|floor, storey|этаж|Stockwerk|kerros|13
korsten|chimney|труба|Schornstein|savupiippu|13
kuningas|king|король|König|kuningas|13
kõrval|next to|рядом|daneben|vieressä|13
küte|heating|отопление|Heizung|lämmitys|13
kütma|to heat|топить|heizen|lämmittää|13
lagi|ceiling|потолок|Decke|katto|13
liiv|sand|песок|Sand|hiekka|13
läbi saama|to get on with|ладить|zurecht kommen|tulla toimeen|13
male|chess|шахматы|Schach|shakki|13
mugav|comfortable|удобный|bequem|mukava|13
muu|other, others|иное, прочее|sonstige, sonstiges|muu|13
mööbel|furniture|мебель|Möbel|huonekalu|13
naaber|сосед|Nachbar|naapuri|13
nõud|dishes|посуда|Geschirr|astia|13
ohtlik|dangerous|опасный|gefährlich|vaarallinen|13
oluline|important|важный|bedeutsam, wichtig|olennainen|13
omanik|owner|владелец|Eigentümer|omistaja|13
peaaegu|almost|почти|fast|lähes|13
parandama|to repair|ремонтировать|reparieren; ausbessern|korjata|13
pesu|laundry, underwear|белье|Wäsche|pyykki, alusvaatteet|13
pesumasin|washing machine|стиральная машина|Waschmaschine|pesukone|13
piir|boarder|граница|Grenze|raja|13
pliit|cooking range|плита|Herd|liesi|13pooleli|unfinished|наполовину|halbfertig|puolittain|13
puudus|disadvantage|недостаток|Nachteil|puute|13
põrand|floor|пол|Fußboden|lattia|13
rahulik|peaceful|спокойный|ruhig; friedlich|rauhallinen|13
rajoon|district, neighborhood|район|Bezirk|asuinalue, alue|13
remont|renovation|ремонт|Renovierung|remontti|13
rida|row|ряд|Reihe|rivi|13
rõdu|balcony|балкон|Balkon|parveke|13
saun|sauna|сауна|Sauna|sauna|13
sein|wall|стена|Wand|seinä|13
sisse kolima|to move in|въезжать|einziehen|muuttaa asuntoon, muuttaa|13
suits|smoke|дым|Rauch|savu|13
suitsetama|to smoke|курить|rauchen|tupakoida|13
tagasihoidlik|modest, shy|скромный|zurückhaltend|vaatimaton|13
talu|farm, farmstead|хутор|Bauernhof|maatila|13
teatama|to inform|сообщать|benachrichtigen|tiedottaa, ilmoittaa|13
tooma|to bring|приносить|bringen, holen|tuoda|13
trepikoda|stairwell|подъезд|Treppenhaus|porraskäytävä|13
trepp|staircase|лестница, крыльцо|Treppe|porras|13
vaade|view|вид|Aussicht, Ausblick|näköala, näkymä|13
vaikne|silent, quiet|тихий|ruhig; leise|hiljainen|13
valgus|light|свет|Licht|valo|13
valjusti|aloud|громко|laut|kuuluvasti|13
vihane|angry|злой|böse|vihainen|13
viima|to take somewhere|нести, вести|bringen, holen|viedä|13
viisakalt|politely|вежливо|höflich|kohteliaasti|13
voodi|bed|кровать, постель|Bett|sänky|13
välisuks|front door|парадная дверь|Haustür|väliovi|13
värvima|to paint|красить|färben|maalata|13
ühendus|connection|соединение, связь|Verbindung|yhteys|13
üürima|to rent|снимать в аренду|mieten|vuokrata|13
üürnik|tenant|квартиросъемщик|Mieter|vuokralainen|13
akulaadija|charger|зарядное устройство|Ladegerät|laturi|14
alumine|lower|нижний|niedriger|alempi|14
erinev|different|различный|verschieden|erilainen|14
hambahari|зубная щетка|Zahnbürste|hammasharja|14
hoidma|to keep|хранить|halten|pitää|14
hüüdma|to call, to shout|звать|schreien|huutaa|14
joonistama|to draw|рисовать|zeichnen|piirtää|14
ju|really|так как|doch, nun wirklich|-han, -hän|14
juhtuma|to happen|случаться|passieren|tapahtua|14
juttu ajama|to talk|беседовать|sich unterhalten|keskustella|14
jutustama|to tell|рассказывать|erzählen|tarinoida|14
jõudma|to arrive, to manage|добраться, смочь|etwas schaffen, ankommen ehtiä|14
kaduma|to get lost|теряться, исчезать|verloren gehen|kadota|14
kardin|curtain|гардина, занавеска|Gardine|verho|14
keegi|somebody|кто-то, кто-нибудь|jemand|joku|14
kraanikauss|sink, wash basin|раковина|Waschbecken, Spüle|pesuallas|14
kära|noise, clamor|шум|Lärm, Aufruhr|melu|14
käsklause|imperative sentence|повелительное предложение Imperative|komento lause|14
käärid|scissors|ножницы|Schere|sakset|14
külmik|refrigerator|холодильник|Kühlschrank|jääkaappi|14
küünal|candle|свеча|Kerze|kynttilä|14
laisk|lazy|ленивый|faul|laiska|14
lugu|story|рассказ|Geschichte|juttu|14
maal|painting|картина, живопись|Gemälde|maalaus|14
mitmesugune|various|различный|verschiedenartig|monenlainen|14mõni|some|некоторый|manche|muutama|14
